id,dteday,season,yr,mnth,hour,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,total,felt_temp,humidity,year,weather
46,2011-01-02,Spring,0,1,22,0,0,0,1,3.2799999999999994,0.2121,0.44,19.999499999999998,0,9,9,-2.0013999999999985,44.0,2011,Sunday
47,2011-01-02,Spring,0,1,23,0,0,0,1,2.34,0.2273,0.47,11.0014,0,8,8,-0.9982000000000006,47.0,2011,Sunday
48,2011-01-03,Spring,0,1,0,0,1,1,1,2.34,0.197,0.44,23.9994,0,5,5,-2.9979999999999993,44.0,2011,Monday
49,2011-01-03,Spring,0,1,1,0,1,1,1,1.4000000000000004,0.1667,0.44,27.999299999999998,0,2,2,-4.997800000000002,44.0,2011,Monday
50,2011-01-03,Spring,0,1,4,0,1,1,1,-0.47999999999999954,0.1364,0.47,26.0027,0,1,1,-6.9976,47.0,2011,Monday
51,2011-01-03,Spring,0,1,5,0,1,1,1,-0.47999999999999954,0.1364,0.47,19.0012,0,3,3,-6.9976,47.0,2011,Monday
52,2011-01-03,Spring,0,1,6,0,1,1,1,-1.419999999999999,0.1061,0.5,26.0027,0,30,30,-8.997399999999999,50.0,2011,Monday
53,2011-01-03,Spring,0,1,7,0,1,1,1,-1.419999999999999,0.1364,0.5,12.998000000000001,1,63,64,-6.9976,50.0,2011,Monday
54,2011-01-03,Spring,0,1,8,0,1,1,1,-1.419999999999999,0.1212,0.5,19.0012,1,153,154,-8.0008,50.0,2011,Monday
55,2011-01-03,Spring,0,1,9,0,1,1,1,-0.47999999999999954,0.1364,0.43,26.0027,7,81,88,-6.9976,43.0,2011,Monday
56,2011-01-03,Spring,0,1,10,0,1,1,1,0.4599999999999991,0.1667,0.43,16.997899999999998,11,33,44,-4.997800000000002,43.0,2011,Monday
57,2011-01-03,Spring,0,1,11,0,1,1,1,1.4000000000000004,0.1818,0.4,22.0028,10,41,51,-4.001200000000001,40.0,2011,Monday
58,2011-01-03,Spring,0,1,12,0,1,1,1,2.34,0.2121,0.35,19.999499999999998,13,48,61,-2.0013999999999985,35.0,2011,Monday
59,2011-01-03,Spring,0,1,13,0,1,1,1,3.2799999999999994,0.2121,0.35,19.0012,8,53,61,-2.0013999999999985,35.0,2011,Monday
60,2011-01-03,Spring,0,1,14,0,1,1,1,4.220000000000001,0.2424,0.3,19.0012,11,66,77,-0.0015999999999998238,30.0,2011,Monday
61,2011-01-03,Spring,0,1,15,0,1,1,1,4.220000000000001,0.2424,0.3,16.997899999999998,14,58,72,-0.0015999999999998238,30.0,2011,Monday
62,2011-01-03,Spring,0,1,16,0,1,1,1,4.220000000000001,0.2424,0.3,16.997899999999998,9,67,76,-0.0015999999999998238,30.0,2011,Monday
63,2011-01-03,Spring,0,1,17,0,1,1,1,3.2799999999999994,0.2273,0.3,15.001299999999999,11,146,157,-0.9982000000000006,30.0,2011,Monday
64,2011-01-03,Spring,0,1,18,0,1,1,1,3.2799999999999994,0.2576,0.32,7.0015,9,148,157,1.0015999999999998,32.0,2011,Monday
65,2011-01-03,Spring,0,1,19,0,1,1,1,1.4000000000000004,0.2576,0.47,0.0,8,102,110,1.0015999999999998,47.0,2011,Monday
66,2011-01-03,Spring,0,1,20,0,1,1,1,1.4000000000000004,0.2273,0.47,7.0015,3,49,52,-0.9982000000000006,47.0,2011,Monday
67,2011-01-03,Spring,0,1,21,0,1,1,1,0.4599999999999991,0.197,0.64,8.9981,3,49,52,-2.9979999999999993,64.0,2011,Monday
68,2011-01-03,Spring,0,1,22,0,1,1,1,-1.419999999999999,0.1515,0.69,8.9981,0,20,20,-6.0009999999999994,69.0,2011,Monday
69,2011-01-03,Spring,0,1,23,0,1,1,1,0.4599999999999991,0.2121,0.55,7.0015,1,11,12,-2.0013999999999985,55.00000000000001,2011,Monday
70,2011-01-04,Spring,0,1,0,0,2,1,1,-0.47999999999999954,0.1818,0.55,7.0015,0,5,5,-4.001200000000001,55.00000000000001,2011,Tuesday
71,2011-01-04,Spring,0,1,1,0,2,1,1,-0.47999999999999954,0.1818,0.59,7.0015,0,2,2,-4.001200000000001,59.0,2011,Tuesday
72,2011-01-04,Spring,0,1,2,0,2,1,1,-1.419999999999999,0.1515,0.63,8.9981,0,1,1,-6.0009999999999994,63.0,2011,Tuesday
73,2011-01-04,Spring,0,1,4,0,2,1,1,-1.419999999999999,0.1818,0.63,6.0032,0,2,2,-4.001200000000001,63.0,2011,Tuesday
74,2011-01-04,Spring,0,1,5,0,2,1,1,-2.3600000000000003,0.1515,0.68,7.0015,0,4,4,-6.0009999999999994,68.0,2011,Tuesday
75,2011-01-04,Spring,0,1,6,0,2,1,1,-2.3600000000000003,0.1515,0.74,7.0015,0,36,36,-6.0009999999999994,74.0,2011,Tuesday
76,2011-01-04,Spring,0,1,7,0,2,1,1,-2.3600000000000003,0.1515,0.74,8.9981,2,92,94,-6.0009999999999994,74.0,2011,Tuesday
77,2011-01-04,Spring,0,1,8,0,2,1,1,-1.419999999999999,0.1515,0.69,11.0014,2,177,179,-6.0009999999999994,69.0,2011,Tuesday
78,2011-01-04,Spring,0,1,9,0,2,1,1,-0.47999999999999954,0.1515,0.64,15.001299999999999,2,98,100,-6.0009999999999994,64.0,2011,Tuesday
79,2011-01-04,Spring,0,1,10,0,2,1,2,-0.47999999999999954,0.1364,0.69,22.0028,5,37,42,-6.9976,69.0,2011,Tuesday
80,2011-01-04,Spring,0,1,11,0,2,1,1,2.34,0.2121,0.51,19.999499999999998,7,50,57,-2.0013999999999985,51.0,2011,Tuesday
81,2011-01-04,Spring,0,1,12,0,2,1,1,2.34,0.2273,0.51,11.0014,12,66,78,-0.9982000000000006,51.0,2011,Tuesday
82,2011-01-04,Spring,0,1,13,0,2,1,1,3.2799999999999994,0.2273,0.56,12.998000000000001,18,79,97,-0.9982000000000006,56.00000000000001,2011,Tuesday
83,2011-01-04,Spring,0,1,14,0,2,1,1,4.220000000000001,0.2576,0.52,15.001299999999999,9,54,63,1.0015999999999998,52.0,2011,Tuesday
84,2011-01-04,Spring,0,1,15,0,2,1,1,5.160000000000002,0.2727,0.52,16.997899999999998,17,48,65,1.9982000000000006,52.0,2011,Tuesday
85,2011-01-04,Spring,0,1,16,0,2,1,1,6.1,0.2879,0.49,16.997899999999998,15,68,83,3.0014000000000003,49.0,2011,Tuesday
86,2011-01-04,Spring,0,1,17,0,2,1,1,5.160000000000002,0.2727,0.48,15.001299999999999,10,202,212,1.9982000000000006,48.0,2011,Tuesday
87,2011-01-04,Spring,0,1,18,0,2,1,1,4.220000000000001,0.2576,0.48,12.998000000000001,3,179,182,1.0015999999999998,48.0,2011,Tuesday
88,2011-01-04,Spring,0,1,19,0,2,1,1,3.2799999999999994,0.2576,0.48,7.0015,2,110,112,1.0015999999999998,48.0,2011,Tuesday
89,2011-01-04,Spring,0,1,20,0,2,1,1,3.2799999999999994,0.2576,0.48,7.0015,1,53,54,1.0015999999999998,48.0,2011,Tuesday
90,2011-01-04,Spring,0,1,21,0,2,1,1,2.34,0.2727,0.64,0.0,0,48,48,1.9982000000000006,64.0,2011,Tuesday
91,2011-01-04,Spring,0,1,22,0,2,1,1,2.34,0.2576,0.64,6.0032,1,34,35,1.0015999999999998,64.0,2011,Tuesday
92,2011-01-04,Spring,0,1,23,0,2,1,1,1.4000000000000004,0.2273,0.69,6.0032,2,9,11,-0.9982000000000006,69.0,2011,Tuesday
93,2011-01-05,Spring,0,1,0,0,3,1,1,1.4000000000000004,0.2576,0.64,0.0,0,6,6,1.0015999999999998,64.0,2011,Wednesday
94,2011-01-05,Spring,0,1,1,0,3,1,1,-0.47999999999999954,0.197,0.74,6.0032,0,6,6,-2.9979999999999993,74.0,2011,Wednesday
95,2011-01-05,Spring,0,1,2,0,3,1,1,-0.47999999999999954,0.197,0.74,6.0032,0,2,2,-2.9979999999999993,74.0,2011,Wednesday
96,2011-01-05,Spring,0,1,4,0,3,1,1,3.2799999999999994,0.2273,0.48,15.001299999999999,0,2,2,-0.9982000000000006,48.0,2011,Wednesday
97,2011-01-05,Spring,0,1,5,0,3,1,1,2.34,0.2273,0.47,11.0014,0,3,3,-0.9982000000000006,47.0,2011,Wednesday
98,2011-01-05,Spring,0,1,6,0,3,1,1,1.4000000000000004,0.197,0.47,15.001299999999999,0,33,33,-2.9979999999999993,47.0,2011,Wednesday
99,2011-01-05,Spring,0,1,7,0,3,1,1,0.4599999999999991,0.1818,0.43,12.998000000000001,1,87,88,-4.001200000000001,43.0,2011,Wednesday
100,2011-01-05,Spring,0,1,8,0,3,1,1,1.4000000000000004,0.1818,0.4,19.999499999999998,3,192,195,-4.001200000000001,40.0,2011,Wednesday
101,2011-01-05,Spring,0,1,9,0,3,1,1,2.34,0.197,0.37,22.0028,6,109,115,-2.9979999999999993,37.0,2011,Wednesday
102,2011-01-05,Spring,0,1,10,0,3,1,1,2.34,0.197,0.37,22.0028,4,53,57,-2.9979999999999993,37.0,2011,Wednesday
103,2011-01-05,Spring,0,1,11,0,3,1,1,4.220000000000001,0.2273,0.33,22.0028,12,34,46,-0.9982000000000006,33.0,2011,Wednesday
104,2011-01-05,Spring,0,1,12,0,3,1,1,4.220000000000001,0.2273,0.33,22.0028,5,74,79,-0.9982000000000006,33.0,2011,Wednesday
105,2011-01-05,Spring,0,1,13,0,3,1,1,5.160000000000002,0.2576,0.3,19.999499999999998,6,65,71,1.0015999999999998,30.0,2011,Wednesday
106,2011-01-05,Spring,0,1,14,0,3,1,1,6.1,0.2879,0.28,12.998000000000001,10,52,62,3.0014000000000003,28.000000000000004,2011,Wednesday
107,2011-01-05,Spring,0,1,15,0,3,1,1,6.1,0.2879,0.28,12.998000000000001,7,55,62,3.0014000000000003,28.000000000000004,2011,Wednesday
108,2011-01-05,Spring,0,1,16,0,3,1,1,6.1,0.3182,0.28,6.0032,4,85,89,5.001199999999997,28.000000000000004,2011,Wednesday
109,2011-01-05,Spring,0,1,17,0,3,1,1,3.2799999999999994,0.2273,0.38,12.998000000000001,4,186,190,-0.9982000000000006,38.0,2011,Wednesday
110,2011-01-05,Spring,0,1,18,0,3,1,1,3.2799999999999994,0.2424,0.38,8.9981,3,166,169,-0.0015999999999998238,38.0,2011,Wednesday
111,2011-01-05,Spring,0,1,19,0,3,1,1,3.2799999999999994,0.2576,0.38,7.0015,5,127,132,1.0015999999999998,38.0,2011,Wednesday
112,2011-01-05,Spring,0,1,20,0,3,1,1,2.34,0.2273,0.47,11.0014,7,82,89,-0.9982000000000006,47.0,2011,Wednesday
113,2011-01-05,Spring,0,1,21,0,3,1,1,1.4000000000000004,0.197,0.51,12.998000000000001,3,40,43,-2.9979999999999993,51.0,2011,Wednesday
114,2011-01-05,Spring,0,1,22,0,3,1,1,0.4599999999999991,0.197,0.55,8.9981,1,41,42,-2.9979999999999993,55.00000000000001,2011,Wednesday
115,2011-01-05,Spring,0,1,23,0,3,1,1,1.4000000000000004,0.2576,0.47,0.0,1,18,19,1.0015999999999998,47.0,2011,Wednesday
116,2011-01-06,Spring,0,1,0,0,4,1,1,0.4599999999999991,0.2424,0.55,0.0,0,11,11,-0.0015999999999998238,55.00000000000001,2011,Thursday
117,2011-01-06,Spring,0,1,1,0,4,1,1,-0.47999999999999954,0.2273,0.64,0.0,0,4,4,-0.9982000000000006,64.0,2011,Thursday
118,2011-01-06,Spring,0,1,2,0,4,1,1,-0.47999999999999954,0.2273,0.64,0.0,0,2,2,-0.9982000000000006,64.0,2011,Thursday
119,2011-01-06,Spring,0,1,4,0,4,1,2,-0.47999999999999954,0.197,0.64,6.0032,0,1,1,-2.9979999999999993,64.0,2011,Thursday
120,2011-01-06,Spring,0,1,5,0,4,1,2,-1.419999999999999,0.1818,0.69,6.0032,0,4,4,-4.001200000000001,69.0,2011,Thursday
121,2011-01-06,Spring,0,1,6,0,4,1,2,-1.419999999999999,0.1667,0.63,7.0015,0,36,36,-4.997800000000002,63.0,2011,Thursday
122,2011-01-06,Spring,0,1,7,0,4,1,2,-0.47999999999999954,0.2273,0.59,0.0,0,95,95,-0.9982000000000006,59.0,2011,Thursday
123,2011-01-06,Spring,0,1,8,0,4,1,1,-0.47999999999999954,0.2273,0.59,0.0,3,216,219,-0.9982000000000006,59.0,2011,Thursday
124,2011-01-06,Spring,0,1,9,0,4,1,2,0.4599999999999991,0.2424,0.51,0.0,6,116,122,-0.0015999999999998238,51.0,2011,Thursday
125,2011-01-06,Spring,0,1,10,0,4,1,1,1.4000000000000004,0.2576,0.47,0.0,3,42,45,1.0015999999999998,47.0,2011,Thursday
126,2011-01-06,Spring,0,1,11,0,4,1,1,2.34,0.2576,0.44,6.0032,2,57,59,1.0015999999999998,44.0,2011,Thursday
127,2011-01-06,Spring,0,1,12,0,4,1,1,4.220000000000001,0.2879,0.35,0.0,6,78,84,3.0014000000000003,35.0,2011,Thursday
128,2011-01-06,Spring,0,1,13,0,4,1,1,4.220000000000001,0.2727,0.35,7.0015,12,55,67,1.9982000000000006,35.0,2011,Thursday
129,2011-01-06,Spring,0,1,14,0,4,1,1,5.160000000000002,0.2727,0.36,11.0014,11,59,70,1.9982000000000006,36.0,2011,Thursday
130,2011-01-06,Spring,0,1,15,0,4,1,1,5.160000000000002,0.2727,0.36,0.0,8,54,62,1.9982000000000006,36.0,2011,Thursday
131,2011-01-06,Spring,0,1,16,0,4,1,1,4.220000000000001,0.2576,0.38,11.0014,12,74,86,1.0015999999999998,38.0,2011,Thursday
132,2011-01-06,Spring,0,1,17,0,4,1,1,2.34,0.2273,0.51,11.0014,9,163,172,-0.9982000000000006,51.0,2011,Thursday
133,2011-01-06,Spring,0,1,18,0,4,1,1,2.34,0.2273,0.51,8.9981,5,158,163,-0.9982000000000006,51.0,2011,Thursday
134,2011-01-06,Spring,0,1,19,0,4,1,1,2.34,0.2576,0.55,6.0032,3,109,112,1.0015999999999998,55.00000000000001,2011,Thursday
135,2011-01-06,Spring,0,1,20,0,4,1,1,1.4000000000000004,0.2121,0.51,11.0014,3,66,69,-2.0013999999999985,51.0,2011,Thursday
136,2011-01-06,Spring,0,1,21,0,4,1,2,2.34,0.2121,0.55,15.001299999999999,0,48,48,-2.0013999999999985,55.00000000000001,2011,Thursday
137,2011-01-06,Spring,0,1,22,0,4,1,2,2.34,0.2121,0.51,19.0012,1,51,52,-2.0013999999999985,51.0,2011,Thursday
138,2011-01-06,Spring,0,1,23,0,4,1,2,1.4000000000000004,0.197,0.59,12.998000000000001,4,19,23,-2.9979999999999993,59.0,2011,Thursday
139,2011-01-07,Spring,0,1,0,0,5,1,2,1.4000000000000004,0.197,0.64,12.998000000000001,4,13,17,-2.9979999999999993,64.0,2011,Friday
140,2011-01-07,Spring,0,1,1,0,5,1,2,1.4000000000000004,0.197,0.69,15.001299999999999,2,5,7,-2.9979999999999993,69.0,2011,Friday
141,2011-01-07,Spring,0,1,2,0,5,1,2,1.4000000000000004,0.197,0.69,15.001299999999999,0,1,1,-2.9979999999999993,69.0,2011,Friday
142,2011-01-07,Spring,0,1,4,0,5,1,2,1.4000000000000004,0.2121,0.69,8.9981,0,1,1,-2.0013999999999985,69.0,2011,Friday
143,2011-01-07,Spring,0,1,5,0,5,1,3,2.34,0.2727,0.55,0.0,0,5,5,1.9982000000000006,55.00000000000001,2011,Friday
144,2011-01-07,Spring,0,1,6,0,5,1,2,1.4000000000000004,0.2576,0.69,0.0,8,26,34,1.0015999999999998,69.0,2011,Friday
145,2011-01-07,Spring,0,1,7,0,5,1,1,1.4000000000000004,0.2121,0.69,8.9981,8,76,84,-2.0013999999999985,69.0,2011,Friday
146,2011-01-07,Spring,0,1,8,0,5,1,1,1.4000000000000004,0.197,0.51,16.997899999999998,20,190,210,-2.9979999999999993,51.0,2011,Friday
147,2011-01-07,Spring,0,1,9,0,5,1,1,1.4000000000000004,0.1818,0.47,19.999499999999998,9,125,134,-4.001200000000001,47.0,2011,Friday
148,2011-01-07,Spring,0,1,10,0,5,1,1,2.34,0.197,0.37,22.0028,16,47,63,-2.9979999999999993,37.0,2011,Friday
149,2011-01-07,Spring,0,1,11,0,5,1,2,1.4000000000000004,0.197,0.4,15.001299999999999,19,48,67,-2.9979999999999993,40.0,2011,Friday
150,2011-01-07,Spring,0,1,12,0,5,1,2,1.4000000000000004,0.197,0.37,16.997899999999998,9,50,59,-2.9979999999999993,37.0,2011,Friday
151,2011-01-07,Spring,0,1,13,0,5,1,2,1.4000000000000004,0.1818,0.37,19.0012,9,64,73,-4.001200000000001,37.0,2011,Friday
152,2011-01-07,Spring,0,1,14,0,5,1,2,1.4000000000000004,0.197,0.4,16.997899999999998,7,43,50,-2.9979999999999993,40.0,2011,Friday
153,2011-01-07,Spring,0,1,15,0,5,1,2,1.4000000000000004,0.2121,0.37,11.0014,9,63,72,-2.0013999999999985,37.0,2011,Friday
154,2011-01-07,Spring,0,1,16,0,5,1,2,1.4000000000000004,0.2121,0.37,11.0014,5,82,87,-2.0013999999999985,37.0,2011,Friday
155,2011-01-07,Spring,0,1,17,0,5,1,2,1.4000000000000004,0.2576,0.37,0.0,9,178,187,1.0015999999999998,37.0,2011,Friday
156,2011-01-07,Spring,0,1,18,0,5,1,1,1.4000000000000004,0.2273,0.4,6.0032,7,116,123,-0.9982000000000006,40.0,2011,Friday
157,2011-01-07,Spring,0,1,19,0,5,1,1,-0.47999999999999954,0.197,0.55,6.0032,3,92,95,-2.9979999999999993,55.00000000000001,2011,Friday
158,2011-01-07,Spring,0,1,20,0,5,1,1,0.4599999999999991,0.2121,0.47,7.0015,1,50,51,-2.0013999999999985,47.0,2011,Friday
159,2011-01-07,Spring,0,1,21,0,5,1,1,0.4599999999999991,0.197,0.47,8.9981,0,39,39,-2.9979999999999993,47.0,2011,Friday
160,2011-01-07,Spring,0,1,22,0,5,1,2,0.4599999999999991,0.197,0.43,11.0014,2,34,36,-2.9979999999999993,43.0,2011,Friday
161,2011-01-07,Spring,0,1,23,0,5,1,2,0.4599999999999991,0.197,0.51,11.0014,1,14,15,-2.9979999999999993,51.0,2011,Friday
162,2011-01-08,Spring,0,1,0,0,6,0,2,0.4599999999999991,0.197,0.51,11.0014,1,24,25,-2.9979999999999993,51.0,2011,Saturday
163,2011-01-08,Spring,0,1,1,0,6,0,2,0.4599999999999991,0.2121,0.55,6.0032,1,15,16,-2.0013999999999985,55.00000000000001,2011,Saturday
164,2011-01-08,Spring,0,1,2,0,6,0,2,0.4599999999999991,0.2424,0.55,0.0,3,13,16,-0.0015999999999998238,55.00000000000001,2011,Saturday
165,2011-01-08,Spring,0,1,3,0,6,0,3,0.4599999999999991,0.197,0.55,11.0014,0,7,7,-2.9979999999999993,55.00000000000001,2011,Saturday
166,2011-01-08,Spring,0,1,4,0,6,0,3,0.4599999999999991,0.197,0.55,11.0014,0,1,1,-2.9979999999999993,55.00000000000001,2011,Saturday
167,2011-01-08,Spring,0,1,5,0,6,0,2,-0.47999999999999954,0.1667,0.74,11.0014,0,5,5,-4.997800000000002,74.0,2011,Saturday
168,2011-01-08,Spring,0,1,6,0,6,0,2,-0.47999999999999954,0.1667,0.74,11.0014,0,2,2,-4.997800000000002,74.0,2011,Saturday
169,2011-01-08,Spring,0,1,7,0,6,0,2,-0.47999999999999954,0.1818,0.74,7.0015,1,8,9,-4.001200000000001,74.0,2011,Saturday
170,2011-01-08,Spring,0,1,8,0,6,0,3,-0.47999999999999954,0.1818,0.93,7.0015,0,15,15,-4.001200000000001,93.0,2011,Saturday
171,2011-01-08,Spring,0,1,9,0,6,0,3,-0.47999999999999954,0.1818,0.93,7.0015,0,20,20,-4.001200000000001,93.0,2011,Saturday
172,2011-01-08,Spring,0,1,10,0,6,0,2,0.4599999999999991,0.197,0.8,11.0014,5,56,61,-2.9979999999999993,80.0,2011,Saturday
173,2011-01-08,Spring,0,1,11,0,6,0,2,1.4000000000000004,0.1818,0.69,26.0027,2,60,62,-4.001200000000001,69.0,2011,Saturday
174,2011-01-08,Spring,0,1,12,0,6,0,2,1.4000000000000004,0.1818,0.59,23.9994,8,90,98,-4.001200000000001,59.0,2011,Saturday
175,2011-01-08,Spring,0,1,13,0,6,0,1,1.4000000000000004,0.1818,0.44,22.0028,7,95,102,-4.001200000000001,44.0,2011,Saturday
176,2011-01-08,Spring,0,1,14,0,6,0,1,1.4000000000000004,0.1667,0.32,32.9975,12,83,95,-4.997800000000002,32.0,2011,Saturday
177,2011-01-08,Spring,0,1,15,0,6,0,1,1.4000000000000004,0.1667,0.32,30.002599999999997,5,69,74,-4.997800000000002,32.0,2011,Saturday
178,2011-01-08,Spring,0,1,16,0,6,0,1,0.4599999999999991,0.1364,0.29,30.002599999999997,8,68,76,-6.9976,28.999999999999996,2011,Saturday
179,2011-01-08,Spring,0,1,17,0,6,0,1,-0.47999999999999954,0.1212,0.37,36.9974,5,64,69,-8.0008,37.0,2011,Saturday
180,2011-01-08,Spring,0,1,18,0,6,0,1,-1.419999999999999,0.1212,0.39,19.999499999999998,3,52,55,-8.0008,39.0,2011,Saturday
