id,dteday,season,yr,mnth,hour,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,total,felt_temp,humidity,year,weather
8722,2012-01-04,Spring,1,1,5,0,3,1,1,-7.06,0.0455,0.41,12.998000000000001,0,14,14,-12.997,41.0,2012,Wednesday
8723,2012-01-04,Spring,1,1,6,0,3,1,1,-7.06,0.0455,0.41,11.0014,0,59,59,-12.997,41.0,2012,Wednesday
8724,2012-01-04,Spring,1,1,7,0,3,1,1,-7.06,0.0455,0.44,12.998000000000001,1,151,152,-12.997,44.0,2012,Wednesday
8725,2012-01-04,Spring,1,1,8,0,3,1,1,-7.06,0.0606,0.44,8.9981,5,310,315,-12.000399999999999,44.0,2012,Wednesday
8726,2012-01-04,Spring,1,1,9,0,3,1,1,-6.12,0.0606,0.45,8.9981,7,173,180,-12.000399999999999,45.0,2012,Wednesday
8727,2012-01-04,Spring,1,1,10,0,3,1,1,-5.18,0.1061,0.45,0.0,7,57,64,-8.997399999999999,45.0,2012,Wednesday
8728,2012-01-04,Spring,1,1,11,0,3,1,2,-4.24,0.1212,0.42,6.0032,6,40,46,-8.0008,42.0,2012,Wednesday
8729,2012-01-04,Spring,1,1,12,0,3,1,2,-3.3,0.1061,0.46,12.998000000000001,9,75,84,-8.997399999999999,46.0,2012,Wednesday
8730,2012-01-04,Spring,1,1,13,0,3,1,2,-1.419999999999999,0.1212,0.43,16.997899999999998,9,82,91,-8.0008,43.0,2012,Wednesday
8731,2012-01-04,Spring,1,1,14,0,3,1,2,-1.419999999999999,0.1212,0.46,16.997899999999998,6,69,75,-8.0008,46.0,2012,Wednesday
8732,2012-01-04,Spring,1,1,15,0,3,1,2,0.4599999999999991,0.1515,0.37,22.0028,9,81,90,-6.0009999999999994,37.0,2012,Wednesday
8733,2012-01-04,Spring,1,1,16,0,3,1,2,0.4599999999999991,0.1667,0.4,19.0012,8,123,131,-4.997800000000002,40.0,2012,Wednesday
8734,2012-01-04,Spring,1,1,17,0,3,1,2,1.4000000000000004,0.197,0.4,12.998000000000001,9,272,281,-2.9979999999999993,40.0,2012,Wednesday
8735,2012-01-04,Spring,1,1,18,0,3,1,2,1.4000000000000004,0.2121,0.37,8.9981,9,280,289,-2.0013999999999985,37.0,2012,Wednesday
8736,2012-01-04,Spring,1,1,19,0,3,1,2,1.4000000000000004,0.2273,0.4,7.0015,2,182,184,-0.9982000000000006,40.0,2012,Wednesday
8737,2012-01-04,Spring,1,1,20,0,3,1,2,1.4000000000000004,0.197,0.4,12.998000000000001,2,121,123,-2.9979999999999993,40.0,2012,Wednesday
8738,2012-01-04,Spring,1,1,21,0,3,1,2,1.4000000000000004,0.2576,0.44,0.0,2,88,90,1.0015999999999998,44.0,2012,Wednesday
8739,2012-01-04,Spring,1,1,22,0,3,1,2,1.4000000000000004,0.2273,0.47,6.0032,4,48,52,-0.9982000000000006,47.0,2012,Wednesday
8740,2012-01-04,Spring,1,1,23,0,3,1,2,1.4000000000000004,0.2273,0.44,7.0015,0,32,32,-0.9982000000000006,44.0,2012,Wednesday
8741,2012-01-05,Spring,1,1,0,0,4,1,2,2.34,0.2273,0.47,12.998000000000001,1,13,14,-0.9982000000000006,47.0,2012,Thursday
8742,2012-01-05,Spring,1,1,1,0,4,1,1,1.4000000000000004,0.2273,0.51,6.0032,0,5,5,-0.9982000000000006,51.0,2012,Thursday
8743,2012-01-05,Spring,1,1,2,0,4,1,1,1.4000000000000004,0.2273,0.51,6.0032,0,4,4,-0.9982000000000006,51.0,2012,Thursday
8744,2012-01-05,Spring,1,1,3,0,4,1,1,1.4000000000000004,0.2576,0.61,0.0,0,4,4,1.0015999999999998,61.0,2012,Thursday
8745,2012-01-05,Spring,1,1,4,0,4,1,2,1.4000000000000004,0.2273,0.59,6.0032,0,5,5,-0.9982000000000006,59.0,2012,Thursday
8746,2012-01-05,Spring,1,1,5,0,4,1,2,1.4000000000000004,0.2273,0.59,6.0032,0,26,26,-0.9982000000000006,59.0,2012,Thursday
8747,2012-01-05,Spring,1,1,6,0,4,1,2,1.4000000000000004,0.2121,0.75,8.9981,0,78,78,-2.0013999999999985,75.0,2012,Thursday
8748,2012-01-05,Spring,1,1,7,0,4,1,2,1.4000000000000004,0.2273,0.69,6.0032,3,212,215,-0.9982000000000006,69.0,2012,Thursday
8749,2012-01-05,Spring,1,1,8,0,4,1,2,1.4000000000000004,0.2576,0.75,0.0,11,377,388,1.0015999999999998,75.0,2012,Thursday
8750,2012-01-05,Spring,1,1,9,0,4,1,2,2.34,0.2727,0.69,0.0,7,220,227,1.9982000000000006,69.0,2012,Thursday
8751,2012-01-05,Spring,1,1,10,0,4,1,2,3.2799999999999994,0.2576,0.52,6.0032,5,81,86,1.0015999999999998,52.0,2012,Thursday
8752,2012-01-05,Spring,1,1,11,0,4,1,1,6.1,0.3333,0.49,0.0,6,78,84,5.997799999999998,49.0,2012,Thursday
8753,2012-01-05,Spring,1,1,12,0,4,1,1,6.1,0.2879,0.49,16.997899999999998,6,114,120,3.0014000000000003,49.0,2012,Thursday
8754,2012-01-05,Spring,1,1,13,0,4,1,1,7.98,0.303,0.42,19.999499999999998,6,112,118,3.998000000000001,42.0,2012,Thursday
8755,2012-01-05,Spring,1,1,14,0,4,1,1,7.98,0.3182,0.39,19.0012,13,104,117,5.001199999999997,39.0,2012,Thursday
8756,2012-01-05,Spring,1,1,15,0,4,1,1,8.919999999999998,0.3333,0.34,19.0012,6,113,119,5.997799999999998,34.0,2012,Thursday
8757,2012-01-05,Spring,1,1,16,0,4,1,1,8.919999999999998,0.3333,0.34,19.0012,19,178,197,5.997799999999998,34.0,2012,Thursday
8758,2012-01-05,Spring,1,1,17,0,4,1,2,8.919999999999998,0.3485,0.34,12.998000000000001,19,393,412,7.000999999999998,34.0,2012,Thursday
8759,2012-01-05,Spring,1,1,18,0,4,1,1,7.98,0.3333,0.36,11.0014,9,374,383,5.997799999999998,36.0,2012,Thursday
8760,2012-01-05,Spring,1,1,19,0,4,1,1,7.98,0.3485,0.34,6.0032,10,255,265,7.000999999999998,34.0,2012,Thursday
8761,2012-01-05,Spring,1,1,20,0,4,1,1,6.1,0.3333,0.49,0.0,5,172,177,5.997799999999998,49.0,2012,Thursday
8762,2012-01-05,Spring,1,1,21,0,4,1,1,4.220000000000001,0.2727,0.6,8.9981,9,88,97,1.9982000000000006,60.0,2012,Thursday
8763,2012-01-05,Spring,1,1,22,0,4,1,1,4.220000000000001,0.2576,0.6,11.0014,1,70,71,1.0015999999999998,60.0,2012,Thursday
8764,2012-01-05,Spring,1,1,23,0,4,1,1,3.2799999999999994,0.2576,0.7,7.0015,4,56,60,1.0015999999999998,70.0,2012,Thursday
8765,2012-01-06,Spring,1,1,0,0,5,1,1,2.34,0.2576,0.75,6.0032,1,24,25,1.0015999999999998,75.0,2012,Friday
8766,2012-01-06,Spring,1,1,1,0,5,1,1,2.34,0.2727,0.75,0.0,2,6,8,1.9982000000000006,75.0,2012,Friday
8767,2012-01-06,Spring,1,1,2,0,5,1,1,2.34,0.2273,0.69,11.0014,2,3,5,-0.9982000000000006,69.0,2012,Friday
8768,2012-01-06,Spring,1,1,3,0,5,1,1,2.34,0.2424,0.69,7.0015,1,3,4,-0.0015999999999998238,69.0,2012,Friday
8769,2012-01-06,Spring,1,1,4,0,5,1,1,2.34,0.2273,0.69,8.9981,0,3,3,-0.9982000000000006,69.0,2012,Friday
8770,2012-01-06,Spring,1,1,5,0,5,1,2,1.4000000000000004,0.2121,0.8,8.9981,0,13,13,-2.0013999999999985,80.0,2012,Friday
8771,2012-01-06,Spring,1,1,6,0,5,1,2,2.34,0.2424,0.73,7.0015,1,69,70,-0.0015999999999998238,73.0,2012,Friday
8772,2012-01-06,Spring,1,1,7,0,5,1,2,3.2799999999999994,0.2879,0.65,0.0,4,201,205,3.0014000000000003,65.0,2012,Friday
8773,2012-01-06,Spring,1,1,8,0,5,1,1,3.2799999999999994,0.2424,0.7,8.9981,11,436,447,-0.0015999999999998238,70.0,2012,Friday
8774,2012-01-06,Spring,1,1,9,0,5,1,1,3.2799999999999994,0.2424,0.7,11.0014,4,237,241,-0.0015999999999998238,70.0,2012,Friday
8775,2012-01-06,Spring,1,1,10,0,5,1,1,4.220000000000001,0.2576,0.65,12.998000000000001,14,102,116,1.0015999999999998,65.0,2012,Friday
8776,2012-01-06,Spring,1,1,11,0,5,1,1,6.1,0.303,0.56,11.0014,8,130,138,3.998000000000001,56.00000000000001,2012,Friday
8777,2012-01-06,Spring,1,1,12,0,5,1,1,8.919999999999998,0.3333,0.5,16.997899999999998,23,168,191,5.997799999999998,50.0,2012,Friday
8778,2012-01-06,Spring,1,1,13,0,5,1,1,10.8,0.4091,0.43,19.0012,16,188,204,11.000600000000002,43.0,2012,Friday
8779,2012-01-06,Spring,1,1,14,0,5,1,1,13.620000000000001,0.4545,0.36,12.998000000000001,26,152,178,13.997,36.0,2012,Friday
8780,2012-01-06,Spring,1,1,15,0,5,1,1,16.44,0.5,0.27,16.997899999999998,44,178,222,17.0,27.0,2012,Friday
8781,2012-01-06,Spring,1,1,16,0,5,1,1,16.44,0.5,0.27,19.0012,35,259,294,17.0,27.0,2012,Friday
8782,2012-01-06,Spring,1,1,17,0,5,1,1,13.620000000000001,0.4545,0.36,15.001299999999999,20,456,476,13.997,36.0,2012,Friday
8783,2012-01-06,Spring,1,1,18,0,5,1,1,15.5,0.4848,0.29,16.997899999999998,28,391,419,15.9968,28.999999999999996,2012,Friday
8784,2012-01-06,Spring,1,1,19,0,5,1,1,13.620000000000001,0.4545,0.33,19.0012,11,261,272,13.997,33.0,2012,Friday
8785,2012-01-06,Spring,1,1,20,0,5,1,1,11.739999999999998,0.4242,0.41,12.998000000000001,14,163,177,11.997200000000003,41.0,2012,Friday
8786,2012-01-06,Spring,1,1,21,0,5,1,1,10.8,0.4091,0.43,15.001299999999999,17,137,154,11.000600000000002,43.0,2012,Friday
8787,2012-01-06,Spring,1,1,22,0,5,1,1,8.919999999999998,0.3485,0.5,12.998000000000001,12,123,135,7.000999999999998,50.0,2012,Friday
8788,2012-01-06,Spring,1,1,23,0,5,1,1,8.919999999999998,0.3788,0.5,0.0,13,88,101,9.000800000000002,50.0,2012,Friday
8789,2012-01-07,Spring,1,1,0,0,6,0,1,8.919999999999998,0.3485,0.5,11.0014,2,77,79,7.000999999999998,50.0,2012,Saturday
8790,2012-01-07,Spring,1,1,1,0,6,0,1,9.86,0.3939,0.46,11.0014,6,56,62,9.997399999999999,46.0,2012,Saturday
8791,2012-01-07,Spring,1,1,2,0,6,0,1,8.919999999999998,0.3636,0.5,7.0015,2,36,38,7.9975999999999985,50.0,2012,Saturday
8792,2012-01-07,Spring,1,1,3,0,6,0,1,7.040000000000001,0.3333,0.57,7.0015,1,19,20,5.997799999999998,56.99999999999999,2012,Saturday
8793,2012-01-07,Spring,1,1,4,0,6,0,1,7.040000000000001,0.3333,0.57,6.0032,1,9,10,5.997799999999998,56.99999999999999,2012,Saturday
8794,2012-01-07,Spring,1,1,5,0,6,0,1,4.220000000000001,0.2727,0.75,7.0015,2,7,9,1.9982000000000006,75.0,2012,Saturday
8795,2012-01-07,Spring,1,1,6,0,6,0,1,4.220000000000001,0.2727,0.75,7.0015,0,7,7,1.9982000000000006,75.0,2012,Saturday
8796,2012-01-07,Spring,1,1,7,0,6,0,1,2.34,0.2273,0.87,12.998000000000001,0,20,20,-0.9982000000000006,87.0,2012,Saturday
8797,2012-01-07,Spring,1,1,8,0,6,0,1,3.2799999999999994,0.2576,0.75,7.0015,0,64,64,1.0015999999999998,75.0,2012,Saturday
8798,2012-01-07,Spring,1,1,9,0,6,0,1,2.34,0.2273,0.8,8.9981,14,116,130,-0.9982000000000006,80.0,2012,Saturday
8799,2012-01-07,Spring,1,1,10,0,6,0,1,5.160000000000002,0.303,0.75,6.0032,43,160,203,3.998000000000001,75.0,2012,Saturday
8800,2012-01-07,Spring,1,1,11,0,6,0,1,7.98,0.3182,0.57,15.001299999999999,74,250,324,5.001199999999997,56.99999999999999,2012,Saturday
8801,2012-01-07,Spring,1,1,12,0,6,0,1,10.8,0.4091,0.43,15.001299999999999,100,276,376,11.000600000000002,43.0,2012,Saturday
8802,2012-01-07,Spring,1,1,13,0,6,0,1,12.68,0.4394,0.44,12.998000000000001,149,296,445,13.000399999999999,44.0,2012,Saturday
8803,2012-01-07,Spring,1,1,14,0,6,0,1,15.5,0.4848,0.42,19.0012,156,356,512,15.9968,42.0,2012,Saturday
8804,2012-01-07,Spring,1,1,15,0,6,0,1,19.259999999999998,0.5455,0.37,19.999499999999998,132,317,449,20.003,37.0,2012,Saturday
8805,2012-01-07,Spring,1,1,16,0,6,0,2,18.320000000000004,0.5303,0.37,19.0012,133,268,401,18.9998,37.0,2012,Saturday
8806,2012-01-07,Spring,1,1,17,0,6,0,2,17.380000000000003,0.5152,0.43,8.9981,87,235,322,18.0032,43.0,2012,Saturday
8807,2012-01-07,Spring,1,1,18,0,6,0,1,17.380000000000003,0.5152,0.45,8.9981,49,248,297,18.0032,45.0,2012,Saturday
8808,2012-01-07,Spring,1,1,19,0,6,0,1,16.44,0.5,0.42,7.0015,44,171,215,17.0,42.0,2012,Saturday
8809,2012-01-07,Spring,1,1,20,0,6,0,1,15.5,0.4848,0.39,16.997899999999998,21,149,170,15.9968,39.0,2012,Saturday
8810,2012-01-07,Spring,1,1,21,0,6,0,1,12.68,0.4394,0.44,15.001299999999999,22,118,140,13.000399999999999,44.0,2012,Saturday
8811,2012-01-07,Spring,1,1,22,0,6,0,1,12.68,0.4394,0.38,16.997899999999998,16,93,109,13.000399999999999,38.0,2012,Saturday
8812,2012-01-07,Spring,1,1,23,0,6,0,1,11.739999999999998,0.4242,0.38,15.001299999999999,16,103,119,11.997200000000003,38.0,2012,Saturday
8813,2012-01-08,Spring,1,1,0,0,0,0,1,9.86,0.3939,0.4,19.0012,14,77,91,9.997399999999999,40.0,2012,Sunday
8814,2012-01-08,Spring,1,1,1,0,0,0,1,7.98,0.3333,0.42,12.998000000000001,10,62,72,5.997799999999998,42.0,2012,Sunday
8815,2012-01-08,Spring,1,1,2,0,0,0,1,8.919999999999998,0.3333,0.37,19.0012,10,57,67,5.997799999999998,37.0,2012,Sunday
8816,2012-01-08,Spring,1,1,3,0,0,0,1,7.98,0.3333,0.42,8.9981,6,26,32,5.997799999999998,42.0,2012,Sunday
8817,2012-01-08,Spring,1,1,4,0,0,0,1,7.040000000000001,0.303,0.49,16.997899999999998,2,4,6,3.998000000000001,49.0,2012,Sunday
8818,2012-01-08,Spring,1,1,5,0,0,0,2,7.040000000000001,0.3333,0.49,7.0015,0,2,2,5.997799999999998,49.0,2012,Sunday
8819,2012-01-08,Spring,1,1,6,0,0,0,2,6.1,0.3333,0.52,0.0,0,2,2,5.997799999999998,52.0,2012,Sunday
8820,2012-01-08,Spring,1,1,7,0,0,0,2,6.1,0.3333,0.52,0.0,1,23,24,5.997799999999998,52.0,2012,Sunday
8821,2012-01-08,Spring,1,1,8,0,0,0,1,6.1,0.303,0.52,8.9981,4,53,57,3.998000000000001,52.0,2012,Sunday
8822,2012-01-08,Spring,1,1,9,0,0,0,1,7.040000000000001,0.3333,0.53,8.9981,23,102,125,5.997799999999998,53.0,2012,Sunday
8823,2012-01-08,Spring,1,1,10,0,0,0,1,7.98,0.3333,0.49,11.0014,27,181,208,5.997799999999998,49.0,2012,Sunday
8824,2012-01-08,Spring,1,1,11,0,0,0,1,8.919999999999998,0.3485,0.46,15.001299999999999,55,201,256,7.000999999999998,46.0,2012,Sunday
8825,2012-01-08,Spring,1,1,12,0,0,0,1,9.86,0.3939,0.43,15.001299999999999,78,273,351,9.997399999999999,43.0,2012,Sunday
8826,2012-01-08,Spring,1,1,13,0,0,0,1,10.8,0.4091,0.37,19.999499999999998,77,266,343,11.000600000000002,37.0,2012,Sunday
