id,dteday,season,yr,mnth,hour,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,total,felt_temp,humidity,year,weather
6268,2011-09-23,Winter,0,9,17,0,5,1,2,20.2,0.5,1.0,0.0,13,86,99,17.0,100.0,2011,Friday
6269,2011-09-23,Winter,0,9,18,0,5,1,1,20.2,0.5,1.0,0.0,14,220,234,17.0,100.0,2011,Friday
6270,2011-09-23,Winter,0,9,19,0,5,1,1,21.14,0.5455,0.94,8.9981,16,232,248,20.003,94.0,2011,Friday
6271,2011-09-23,Winter,0,9,20,0,5,1,1,20.2,0.5152,0.94,0.0,21,158,179,18.0032,94.0,2011,Friday
6272,2011-09-23,Winter,0,9,21,0,5,1,1,20.2,0.5,1.0,11.0014,17,121,138,17.0,100.0,2011,Friday
6273,2011-09-23,Winter,0,9,22,0,5,1,1,20.2,0.5152,0.94,11.0014,31,126,157,18.0032,94.0,2011,Friday
6274,2011-09-23,Winter,0,9,23,0,5,1,2,19.259999999999998,0.5455,1.0,8.9981,41,107,148,20.003,100.0,2011,Friday
6275,2011-09-24,Winter,0,9,0,0,6,0,1,19.259999999999998,0.5455,1.0,6.0032,7,86,93,20.003,100.0,2011,Saturday
6276,2011-09-24,Winter,0,9,1,0,6,0,2,19.259999999999998,0.5455,0.94,6.0032,18,61,79,20.003,94.0,2011,Saturday
6277,2011-09-24,Winter,0,9,2,0,6,0,2,19.259999999999998,0.5455,0.94,6.0032,14,54,68,20.003,94.0,2011,Saturday
6278,2011-09-24,Winter,0,9,3,0,6,0,1,19.259999999999998,0.5455,0.94,0.0,4,27,31,20.003,94.0,2011,Saturday
6279,2011-09-24,Winter,0,9,4,0,6,0,1,18.320000000000004,0.5303,0.94,7.0015,1,7,8,18.9998,94.0,2011,Saturday
6280,2011-09-24,Winter,0,9,5,0,6,0,2,18.320000000000004,0.5303,0.94,7.0015,2,3,5,18.9998,94.0,2011,Saturday
6281,2011-09-24,Winter,0,9,6,0,6,0,2,18.320000000000004,0.5303,0.94,7.0015,6,12,18,18.9998,94.0,2011,Saturday
6282,2011-09-24,Winter,0,9,7,0,6,0,2,18.320000000000004,0.5303,0.88,7.0015,12,34,46,18.9998,88.0,2011,Saturday
6283,2011-09-24,Winter,0,9,8,0,6,0,2,19.259999999999998,0.5455,0.9,6.0032,19,102,121,20.003,90.0,2011,Saturday
6284,2011-09-24,Winter,0,9,9,0,6,0,2,20.2,0.5455,0.88,6.0032,41,134,175,20.003,88.0,2011,Saturday
6285,2011-09-24,Winter,0,9,10,0,6,0,2,20.2,0.5455,0.88,6.0032,90,203,293,20.003,88.0,2011,Saturday
6286,2011-09-24,Winter,0,9,11,0,6,0,2,21.14,0.5758,0.83,6.0032,118,268,386,22.0028,83.0,2011,Saturday
6287,2011-09-24,Winter,0,9,12,0,6,0,2,21.14,0.5758,0.83,6.0032,141,266,407,22.0028,83.0,2011,Saturday
6288,2011-09-24,Winter,0,9,13,0,6,0,1,22.080000000000002,0.5909,0.78,0.0,170,290,460,22.9994,78.0,2011,Saturday
6289,2011-09-24,Winter,0,9,14,0,6,0,2,23.020000000000003,0.6212,0.74,8.9981,164,226,390,24.999200000000002,74.0,2011,Saturday
6290,2011-09-24,Winter,0,9,15,0,6,0,2,23.020000000000003,0.6212,0.74,8.9981,168,284,452,24.999200000000002,74.0,2011,Saturday
6291,2011-09-24,Winter,0,9,16,0,6,0,2,22.080000000000002,0.5909,0.78,6.0032,167,282,449,22.9994,78.0,2011,Saturday
6292,2011-09-24,Winter,0,9,17,0,6,0,1,23.020000000000003,0.6212,0.74,7.0015,180,246,426,24.999200000000002,74.0,2011,Saturday
6293,2011-09-24,Winter,0,9,18,0,6,0,1,22.080000000000002,0.5909,0.78,7.0015,157,243,400,22.9994,78.0,2011,Saturday
6294,2011-09-24,Winter,0,9,19,0,6,0,1,21.14,0.5606,0.88,0.0,77,231,308,20.9996,88.0,2011,Saturday
6295,2011-09-24,Winter,0,9,20,0,6,0,1,21.14,0.5758,0.83,0.0,77,166,243,22.0028,83.0,2011,Saturday
6296,2011-09-24,Winter,0,9,21,0,6,0,1,21.14,0.5758,0.83,6.0032,66,156,222,22.0028,83.0,2011,Saturday
6297,2011-09-24,Winter,0,9,22,0,6,0,2,21.14,0.5606,0.88,0.0,50,143,193,20.9996,88.0,2011,Saturday
6298,2011-09-24,Winter,0,9,23,0,6,0,2,20.2,0.5455,0.88,6.0032,27,123,150,20.003,88.0,2011,Saturday
6299,2011-09-25,Winter,0,9,0,0,0,0,2,20.2,0.5455,0.88,0.0,37,136,173,20.003,88.0,2011,Sunday
6300,2011-09-25,Winter,0,9,1,0,0,0,2,20.2,0.5455,0.88,7.0015,31,93,124,20.003,88.0,2011,Sunday
6301,2011-09-25,Winter,0,9,2,0,0,0,3,20.2,0.5152,0.94,0.0,27,79,106,18.0032,94.0,2011,Sunday
6302,2011-09-25,Winter,0,9,3,0,0,0,3,20.2,0.5152,0.94,0.0,20,39,59,18.0032,94.0,2011,Sunday
6303,2011-09-25,Winter,0,9,4,0,0,0,3,20.2,0.5152,0.94,8.9981,3,5,8,18.0032,94.0,2011,Sunday
6304,2011-09-25,Winter,0,9,5,0,0,0,1,20.2,0.5455,0.88,6.0032,1,2,3,20.003,88.0,2011,Sunday
6305,2011-09-25,Winter,0,9,6,0,0,0,2,20.2,0.5455,0.88,7.0015,4,13,17,20.003,88.0,2011,Sunday
6306,2011-09-25,Winter,0,9,7,0,0,0,2,20.2,0.5152,0.94,8.9981,15,23,38,18.0032,94.0,2011,Sunday
6307,2011-09-25,Winter,0,9,8,0,0,0,2,21.14,0.5606,0.88,0.0,27,59,86,20.9996,88.0,2011,Sunday
6308,2011-09-25,Winter,0,9,9,0,0,0,2,22.080000000000002,0.5758,0.83,0.0,55,100,155,22.0028,83.0,2011,Sunday
6309,2011-09-25,Winter,0,9,10,0,0,0,2,22.080000000000002,0.5758,0.83,0.0,85,190,275,22.0028,83.0,2011,Sunday
6310,2011-09-25,Winter,0,9,11,0,0,0,2,23.020000000000003,0.6061,0.78,8.9981,131,230,361,24.0026,78.0,2011,Sunday
6311,2011-09-25,Winter,0,9,12,0,0,0,2,23.020000000000003,0.6061,0.78,0.0,143,270,413,24.0026,78.0,2011,Sunday
6312,2011-09-25,Winter,0,9,13,0,0,0,2,23.96,0.6364,0.74,0.0,122,247,369,26.002399999999994,74.0,2011,Sunday
6313,2011-09-25,Winter,0,9,14,0,0,0,2,23.020000000000003,0.6061,0.78,0.0,116,231,347,24.0026,78.0,2011,Sunday
6314,2011-09-25,Winter,0,9,15,0,0,0,2,23.020000000000003,0.6061,0.78,0.0,119,234,353,24.0026,78.0,2011,Sunday
6315,2011-09-25,Winter,0,9,16,0,0,0,1,24.9,0.6515,0.7,0.0,144,320,464,26.998999999999995,70.0,2011,Sunday
6316,2011-09-25,Winter,0,9,17,0,0,0,1,23.96,0.6364,0.74,0.0,145,275,420,26.002399999999994,74.0,2011,Sunday
6317,2011-09-25,Winter,0,9,18,0,0,0,1,23.96,0.6364,0.74,0.0,125,279,404,26.002399999999994,74.0,2011,Sunday
6318,2011-09-25,Winter,0,9,19,0,0,0,1,22.080000000000002,0.5758,0.83,8.9981,87,242,329,22.0028,83.0,2011,Sunday
6319,2011-09-25,Winter,0,9,20,0,0,0,1,22.080000000000002,0.5758,0.83,6.0032,51,135,186,22.0028,83.0,2011,Sunday
6320,2011-09-25,Winter,0,9,21,0,0,0,1,21.14,0.5455,0.94,6.0032,24,113,137,20.003,94.0,2011,Sunday
6321,2011-09-25,Winter,0,9,22,0,0,0,1,21.14,0.5606,0.88,6.0032,20,84,104,20.9996,88.0,2011,Sunday
6322,2011-09-25,Winter,0,9,23,0,0,0,2,21.14,0.5455,0.94,7.0015,12,67,79,20.003,94.0,2011,Sunday
6323,2011-09-26,Winter,0,9,0,0,1,1,2,21.14,0.5455,0.94,0.0,6,23,29,20.003,94.0,2011,Monday
6324,2011-09-26,Winter,0,9,1,0,1,1,2,21.14,0.5606,0.88,7.0015,3,14,17,20.9996,88.0,2011,Monday
6325,2011-09-26,Winter,0,9,2,0,1,1,2,21.14,0.5606,0.88,7.0015,4,4,8,20.9996,88.0,2011,Monday
6326,2011-09-26,Winter,0,9,3,0,1,1,2,21.14,0.5455,0.94,0.0,0,5,5,20.003,94.0,2011,Monday
6327,2011-09-26,Winter,0,9,4,0,1,1,2,21.14,0.5455,0.94,6.0032,2,4,6,20.003,94.0,2011,Monday
6328,2011-09-26,Winter,0,9,5,0,1,1,2,21.14,0.5606,0.88,0.0,0,25,25,20.9996,88.0,2011,Monday
6329,2011-09-26,Winter,0,9,6,0,1,1,2,21.14,0.5455,0.94,6.0032,6,107,113,20.003,94.0,2011,Monday
6330,2011-09-26,Winter,0,9,7,0,1,1,2,21.14,0.5455,0.94,0.0,17,315,332,20.003,94.0,2011,Monday
6331,2011-09-26,Winter,0,9,8,0,1,1,2,21.14,0.5455,0.94,0.0,29,326,355,20.003,94.0,2011,Monday
6332,2011-09-26,Winter,0,9,9,0,1,1,2,22.080000000000002,0.5758,0.89,12.998000000000001,44,161,205,22.0028,89.0,2011,Monday
6333,2011-09-26,Winter,0,9,10,0,1,1,2,22.080000000000002,0.5758,0.89,12.998000000000001,37,117,154,22.0028,89.0,2011,Monday
6334,2011-09-26,Winter,0,9,11,0,1,1,1,23.96,0.6364,0.79,15.001299999999999,43,116,159,26.002399999999994,79.0,2011,Monday
6335,2011-09-26,Winter,0,9,12,0,1,1,2,23.96,0.6364,0.79,11.0014,48,161,209,26.002399999999994,79.0,2011,Monday
6336,2011-09-26,Winter,0,9,13,0,1,1,2,24.9,0.6667,0.74,11.0014,48,139,187,28.002199999999995,74.0,2011,Monday
6337,2011-09-26,Winter,0,9,14,0,1,1,1,24.9,0.6515,0.7,11.0014,44,110,154,26.998999999999995,70.0,2011,Monday
6338,2011-09-26,Winter,0,9,15,0,1,1,1,25.839999999999996,0.6818,0.62,8.9981,52,157,209,28.998799999999996,62.0,2011,Monday
6339,2011-09-26,Winter,0,9,16,0,1,1,1,24.9,0.6515,0.65,11.0014,74,239,313,26.998999999999995,65.0,2011,Monday
6340,2011-09-26,Winter,0,9,17,0,1,1,1,24.9,0.6515,0.7,8.9981,61,509,570,26.998999999999995,70.0,2011,Monday
6341,2011-09-26,Winter,0,9,18,0,1,1,1,23.020000000000003,0.6061,0.83,7.0015,63,490,553,24.0026,83.0,2011,Monday
6342,2011-09-26,Winter,0,9,19,0,1,1,1,23.020000000000003,0.6061,0.82,6.0032,36,347,383,24.0026,82.0,2011,Monday
6343,2011-09-26,Winter,0,9,20,0,1,1,1,22.080000000000002,0.5758,0.89,8.9981,24,227,251,22.0028,89.0,2011,Monday
6344,2011-09-26,Winter,0,9,21,0,1,1,1,22.080000000000002,0.5758,0.89,8.9981,18,164,182,22.0028,89.0,2011,Monday
6345,2011-09-26,Winter,0,9,22,0,1,1,1,21.14,0.5455,0.94,8.9981,14,122,136,20.003,94.0,2011,Monday
6346,2011-09-26,Winter,0,9,23,0,1,1,1,21.14,0.5455,0.94,8.9981,11,64,75,20.003,94.0,2011,Monday
6347,2011-09-27,Winter,0,9,0,0,2,1,1,21.14,0.5455,0.94,8.9981,9,28,37,20.003,94.0,2011,Tuesday
6348,2011-09-27,Winter,0,9,1,0,2,1,1,21.14,0.5455,0.94,11.0014,4,6,10,20.003,94.0,2011,Tuesday
6349,2011-09-27,Winter,0,9,2,0,2,1,1,21.14,0.5455,0.94,7.0015,7,4,11,20.003,94.0,2011,Tuesday
6350,2011-09-27,Winter,0,9,3,0,2,1,2,21.14,0.5455,0.94,0.0,5,5,10,20.003,94.0,2011,Tuesday
6351,2011-09-27,Winter,0,9,4,0,2,1,3,21.14,0.5455,0.94,6.0032,5,3,8,20.003,94.0,2011,Tuesday
6352,2011-09-27,Winter,0,9,5,0,2,1,3,21.14,0.5455,0.94,6.0032,0,24,24,20.003,94.0,2011,Tuesday
6353,2011-09-27,Winter,0,9,6,0,2,1,2,21.14,0.5455,0.94,7.0015,8,116,124,20.003,94.0,2011,Tuesday
6354,2011-09-27,Winter,0,9,7,0,2,1,2,21.14,0.5455,0.94,7.0015,15,234,249,20.003,94.0,2011,Tuesday
6355,2011-09-27,Winter,0,9,8,0,2,1,2,22.080000000000002,0.5758,0.89,7.0015,27,400,427,22.0028,89.0,2011,Tuesday
6356,2011-09-27,Winter,0,9,9,0,2,1,3,22.080000000000002,0.5758,0.89,12.998000000000001,20,173,193,22.0028,89.0,2011,Tuesday
6357,2011-09-27,Winter,0,9,10,0,2,1,3,22.080000000000002,0.5606,0.94,11.0014,21,101,122,20.9996,94.0,2011,Tuesday
6358,2011-09-27,Winter,0,9,11,0,2,1,2,23.020000000000003,0.5909,0.89,7.0015,26,97,123,22.9994,89.0,2011,Tuesday
6359,2011-09-27,Winter,0,9,12,0,2,1,2,23.020000000000003,0.5909,0.89,8.9981,33,129,162,22.9994,89.0,2011,Tuesday
6360,2011-09-27,Winter,0,9,13,0,2,1,2,24.9,0.6667,0.74,15.001299999999999,29,122,151,28.002199999999995,74.0,2011,Tuesday
6361,2011-09-27,Winter,0,9,14,0,2,1,2,23.96,0.6364,0.79,7.0015,29,123,152,26.002399999999994,79.0,2011,Tuesday
6362,2011-09-27,Winter,0,9,15,0,2,1,2,23.96,0.6364,0.83,6.0032,35,170,205,26.002399999999994,83.0,2011,Tuesday
6363,2011-09-27,Winter,0,9,16,0,2,1,2,23.020000000000003,0.6061,0.83,12.998000000000001,33,225,258,24.0026,83.0,2011,Tuesday
6364,2011-09-27,Winter,0,9,17,0,2,1,2,23.020000000000003,0.5909,0.89,12.998000000000001,50,480,530,22.9994,89.0,2011,Tuesday
6365,2011-09-27,Winter,0,9,18,0,2,1,2,22.080000000000002,0.5758,0.89,15.001299999999999,31,325,356,22.0028,89.0,2011,Tuesday
6366,2011-09-27,Winter,0,9,19,0,2,1,2,22.080000000000002,0.5758,0.89,8.9981,26,294,320,22.0028,89.0,2011,Tuesday
6367,2011-09-27,Winter,0,9,20,0,2,1,1,21.14,0.5909,0.78,0.0,17,221,238,22.9994,78.0,2011,Tuesday
6368,2011-09-27,Winter,0,9,21,0,2,1,1,20.2,0.5606,0.83,0.0,17,179,196,20.9996,83.0,2011,Tuesday
6369,2011-09-27,Winter,0,9,22,0,2,1,1,20.2,0.5455,0.88,6.0032,19,102,121,20.003,88.0,2011,Tuesday
6370,2011-09-27,Winter,0,9,23,0,2,1,1,20.2,0.5455,0.88,6.0032,11,82,93,20.003,88.0,2011,Tuesday
6371,2011-09-28,Winter,0,9,0,0,3,1,1,20.2,0.5455,0.88,0.0,7,29,36,20.003,88.0,2011,Wednesday
6372,2011-09-28,Winter,0,9,1,0,3,1,1,20.2,0.5455,0.88,0.0,1,13,14,20.003,88.0,2011,Wednesday
6373,2011-09-28,Winter,0,9,2,0,3,1,1,20.2,0.5455,0.88,16.997899999999998,0,9,9,20.003,88.0,2011,Wednesday
6374,2011-09-28,Winter,0,9,3,0,3,1,2,20.2,0.5152,0.94,6.0032,0,3,3,18.0032,94.0,2011,Wednesday
6375,2011-09-28,Winter,0,9,4,0,3,1,1,20.2,0.5455,0.88,0.0,1,3,4,20.003,88.0,2011,Wednesday
6376,2011-09-28,Winter,0,9,5,0,3,1,2,20.2,0.5152,0.94,0.0,2,20,22,18.0032,94.0,2011,Wednesday
6377,2011-09-28,Winter,0,9,6,0,3,1,3,20.2,0.5152,0.94,11.0014,3,111,114,18.0032,94.0,2011,Wednesday
6378,2011-09-28,Winter,0,9,7,0,3,1,3,20.2,0.5152,0.94,11.0014,8,177,185,18.0032,94.0,2011,Wednesday
6379,2011-09-28,Winter,0,9,8,0,3,1,3,21.14,0.5455,0.94,15.001299999999999,17,270,287,20.003,94.0,2011,Wednesday
6380,2011-09-28,Winter,0,9,9,0,3,1,3,21.14,0.5455,0.94,15.001299999999999,14,141,155,20.003,94.0,2011,Wednesday
6381,2011-09-28,Winter,0,9,10,0,3,1,2,21.14,0.5455,0.94,0.0,20,109,129,20.003,94.0,2011,Wednesday
6382,2011-09-28,Winter,0,9,11,0,3,1,2,23.020000000000003,0.6061,0.83,7.0015,24,127,151,24.0026,83.0,2011,Wednesday
6383,2011-09-28,Winter,0,9,12,0,3,1,2,23.96,0.6364,0.79,0.0,25,159,184,26.002399999999994,79.0,2011,Wednesday
6384,2011-09-28,Winter,0,9,13,0,3,1,1,24.9,0.6667,0.74,16.997899999999998,24,138,162,28.002199999999995,74.0,2011,Wednesday
6385,2011-09-28,Winter,0,9,14,0,3,1,1,25.839999999999996,0.6818,0.62,16.997899999999998,25,145,170,28.998799999999996,62.0,2011,Wednesday
6386,2011-09-28,Winter,0,9,15,0,3,1,1,24.9,0.6515,0.7,8.9981,35,146,181,26.998999999999995,70.0,2011,Wednesday
6387,2011-09-28,Winter,0,9,16,0,3,1,1,24.9,0.6515,0.7,12.998000000000001,39,241,280,26.998999999999995,70.0,2011,Wednesday
6388,2011-09-28,Winter,0,9,17,0,3,1,1,24.9,0.6515,0.7,15.001299999999999,64,527,591,26.998999999999995,70.0,2011,Wednesday
6389,2011-09-28,Winter,0,9,18,0,3,1,3,23.020000000000003,0.6061,0.83,16.997899999999998,65,459,524,24.0026,83.0,2011,Wednesday
6390,2011-09-28,Winter,0,9,19,0,3,1,3,23.020000000000003,0.6061,0.83,16.997899999999998,57,315,372,24.0026,83.0,2011,Wednesday
6391,2011-09-28,Winter,0,9,20,0,3,1,3,20.2,0.5606,0.83,19.999499999999998,11,91,102,20.9996,83.0,2011,Wednesday
6392,2011-09-28,Winter,0,9,21,0,3,1,3,20.2,0.5455,0.88,16.997899999999998,7,67,74,20.003,88.0,2011,Wednesday
6393,2011-09-28,Winter,0,9,22,0,3,1,1,20.2,0.5455,0.88,6.0032,19,68,87,20.003,88.0,2011,Wednesday
6394,2011-09-28,Winter,0,9,23,0,3,1,1,20.2,0.5152,0.94,8.9981,12,59,71,18.0032,94.0,2011,Wednesday
6395,2011-09-29,Winter,0,9,0,0,4,1,1,20.2,0.5152,0.94,12.998000000000001,7,33,40,18.0032,94.0,2011,Thursday
6396,2011-09-29,Winter,0,9,1,0,4,1,2,20.2,0.5,1.0,12.998000000000001,3,20,23,17.0,100.0,2011,Thursday
6397,2011-09-29,Winter,0,9,2,0,4,1,2,20.2,0.5,1.0,12.998000000000001,0,2,2,17.0,100.0,2011,Thursday
6398,2011-09-29,Winter,0,9,3,0,4,1,2,20.2,0.5152,0.94,12.998000000000001,0,8,8,18.0032,94.0,2011,Thursday
6399,2011-09-29,Winter,0,9,4,0,4,1,2,20.2,0.5455,0.88,12.998000000000001,2,5,7,20.003,88.0,2011,Thursday
6400,2011-09-29,Winter,0,9,5,0,4,1,2,20.2,0.5455,0.88,7.0015,0,22,22,20.003,88.0,2011,Thursday
6401,2011-09-29,Winter,0,9,6,0,4,1,2,20.2,0.5455,0.88,6.0032,5,106,111,20.003,88.0,2011,Thursday
6402,2011-09-29,Winter,0,9,7,0,4,1,1,20.2,0.5455,0.88,8.9981,14,269,283,20.003,88.0,2011,Thursday
6403,2011-09-29,Winter,0,9,8,0,4,1,1,20.2,0.5606,0.83,0.0,29,402,431,20.9996,83.0,2011,Thursday
6404,2011-09-29,Winter,0,9,9,0,4,1,1,21.14,0.5909,0.78,16.997899999999998,27,198,225,22.9994,78.0,2011,Thursday
6405,2011-09-29,Winter,0,9,10,0,4,1,1,22.080000000000002,0.6061,0.65,12.998000000000001,24,103,127,24.0026,65.0,2011,Thursday
6406,2011-09-29,Winter,0,9,11,0,4,1,1,21.14,0.6061,0.61,12.998000000000001,36,122,158,24.0026,61.0,2011,Thursday
6407,2011-09-29,Winter,0,9,12,0,4,1,1,23.020000000000003,0.6212,0.61,11.0014,38,157,195,24.999200000000002,61.0,2011,Thursday
6408,2011-09-29,Winter,0,9,13,0,4,1,1,22.080000000000002,0.6212,0.61,12.998000000000001,36,175,211,24.999200000000002,61.0,2011,Thursday
6409,2011-09-29,Winter,0,9,14,0,4,1,1,23.96,0.6364,0.51,19.999499999999998,33,134,167,26.002399999999994,51.0,2011,Thursday
6410,2011-09-29,Winter,0,9,15,0,4,1,1,23.96,0.6364,0.45,26.0027,42,185,227,26.002399999999994,45.0,2011,Thursday
6411,2011-09-29,Winter,0,9,16,0,4,1,1,23.96,0.6364,0.41,23.9994,64,227,291,26.002399999999994,41.0,2011,Thursday
6412,2011-09-29,Winter,0,9,17,0,4,1,1,23.020000000000003,0.6212,0.47,19.999499999999998,62,527,589,24.999200000000002,47.0,2011,Thursday
6413,2011-09-29,Winter,0,9,18,0,4,1,1,22.080000000000002,0.6212,0.41,15.001299999999999,84,500,584,24.999200000000002,41.0,2011,Thursday
6414,2011-09-29,Winter,0,9,19,0,4,1,1,21.14,0.6212,0.5,6.0032,36,348,384,24.999200000000002,50.0,2011,Thursday
6415,2011-09-29,Winter,0,9,20,0,4,1,1,20.2,0.6212,0.53,6.0032,39,234,273,24.999200000000002,53.0,2011,Thursday
6416,2011-09-29,Winter,0,9,21,0,4,1,1,19.259999999999998,0.5455,0.56,0.0,30,195,225,20.003,56.00000000000001,2011,Thursday
6417,2011-09-29,Winter,0,9,22,0,4,1,1,18.320000000000004,0.5303,0.68,0.0,25,150,175,18.9998,68.0,2011,Thursday
6418,2011-09-29,Winter,0,9,23,0,4,1,1,16.44,0.5,0.77,7.0015,17,64,81,17.0,77.0,2011,Thursday
6419,2011-09-30,Winter,0,9,0,0,5,1,1,16.44,0.5,0.83,7.0015,7,53,60,17.0,83.0,2011,Friday
6420,2011-09-30,Winter,0,9,1,0,5,1,1,16.44,0.5,0.77,6.0032,5,18,23,17.0,77.0,2011,Friday
6421,2011-09-30,Winter,0,9,2,0,5,1,1,16.44,0.5,0.83,7.0015,6,9,15,17.0,83.0,2011,Friday
6422,2011-09-30,Winter,0,9,3,0,5,1,1,16.44,0.5,0.83,7.0015,0,3,3,17.0,83.0,2011,Friday
6423,2011-09-30,Winter,0,9,4,0,5,1,1,16.44,0.5,0.83,12.998000000000001,2,6,8,17.0,83.0,2011,Friday
6424,2011-09-30,Winter,0,9,5,0,5,1,1,16.44,0.5,0.83,12.998000000000001,3,23,26,17.0,83.0,2011,Friday
6425,2011-09-30,Winter,0,9,6,0,5,1,1,16.44,0.5,0.83,15.001299999999999,0,98,98,17.0,83.0,2011,Friday
6426,2011-09-30,Winter,0,9,7,0,5,1,1,16.44,0.5,0.83,15.001299999999999,14,283,297,17.0,83.0,2011,Friday
6427,2011-09-30,Winter,0,9,8,0,5,1,1,17.380000000000003,0.5152,0.77,8.9981,31,425,456,18.0032,77.0,2011,Friday
6428,2011-09-30,Winter,0,9,9,0,5,1,1,18.320000000000004,0.5303,0.73,12.998000000000001,23,214,237,18.9998,73.0,2011,Friday
6429,2011-09-30,Winter,0,9,10,0,5,1,1,20.2,0.6061,0.64,0.0,46,122,168,24.0026,64.0,2011,Friday
6430,2011-09-30,Winter,0,9,11,0,5,1,1,22.080000000000002,0.6212,0.57,6.0032,49,168,217,24.999200000000002,56.99999999999999,2011,Friday
6431,2011-09-30,Winter,0,9,12,0,5,1,2,22.080000000000002,0.6212,0.57,12.998000000000001,59,195,254,24.999200000000002,56.99999999999999,2011,Friday
6432,2011-09-30,Winter,0,9,13,0,5,1,2,23.020000000000003,0.6212,0.47,22.0028,72,194,266,24.999200000000002,47.0,2011,Friday
6433,2011-09-30,Winter,0,9,14,0,5,1,2,22.080000000000002,0.6212,0.47,19.999499999999998,93,173,266,24.999200000000002,47.0,2011,Friday
6434,2011-09-30,Winter,0,9,15,0,5,1,1,22.080000000000002,0.6212,0.5,19.0012,52,193,245,24.999200000000002,50.0,2011,Friday
6435,2011-09-30,Winter,0,9,16,0,5,1,1,21.14,0.6212,0.53,15.001299999999999,62,298,360,24.999200000000002,53.0,2011,Friday
6436,2011-09-30,Winter,0,9,17,0,5,1,1,21.14,0.6212,0.53,12.998000000000001,94,497,591,24.999200000000002,53.0,2011,Friday
6437,2011-09-30,Winter,0,9,18,0,5,1,1,19.259999999999998,0.5455,0.49,23.9994,62,449,511,20.003,49.0,2011,Friday
6438,2011-09-30,Winter,0,9,19,0,5,1,1,17.380000000000003,0.5152,0.52,19.0012,42,332,374,18.0032,52.0,2011,Friday
6439,2011-09-30,Winter,0,9,20,0,5,1,1,17.380000000000003,0.5152,0.52,19.0012,28,202,230,18.0032,52.0,2011,Friday
6440,2011-09-30,Winter,0,9,21,0,5,1,1,16.44,0.5,0.55,12.998000000000001,27,179,206,17.0,55.00000000000001,2011,Friday
6441,2011-09-30,Winter,0,9,22,0,5,1,1,16.44,0.5,0.55,22.0028,30,129,159,17.0,55.00000000000001,2011,Friday
6442,2011-09-30,Winter,0,9,23,0,5,1,1,16.44,0.5,0.55,22.0028,23,109,132,17.0,55.00000000000001,2011,Friday
6443,2011-10-01,Winter,0,10,0,0,6,0,1,15.5,0.4848,0.63,26.0027,24,106,130,15.9968,63.0,2011,Saturday
6444,2011-10-01,Winter,0,10,1,0,6,0,1,14.559999999999999,0.4697,0.67,22.0028,11,47,58,15.0002,67.0,2011,Saturday
6445,2011-10-01,Winter,0,10,2,0,6,0,1,13.620000000000001,0.4545,0.63,27.999299999999998,21,46,67,13.997,63.0,2011,Saturday
