id,dteday,season,year,mnth,hour,holiday,weekday,workingday,weather,temp,felt_temp,humidity,windspeed,casual,registered,total
12874,2012-06-25,Summer,2012,6,14,0,Monday,1,Good,28.660000000000004,30.001999999999995,43.0,16.997899999999998,90,161,251
12875,2012-06-25,Summer,2012,6,15,0,Monday,1,Good,28.660000000000004,28.998799999999996,38.0,31.0009,65,168,233
12876,2012-06-25,Summer,2012,6,16,0,Monday,1,Good,29.6,30.001999999999995,31.0,26.0027,104,310,414
12877,2012-06-25,Summer,2012,6,17,0,Monday,1,Good,29.6,28.998799999999996,24.0,31.0009,76,757,833
12878,2012-06-25,Summer,2012,6,18,0,Monday,1,Good,27.72,28.002199999999995,27.0,30.002599999999997,100,691,791
12879,2012-06-25,Summer,2012,6,19,0,Monday,1,Good,26.78,26.998999999999995,27.0,31.0009,74,508,582
12880,2012-06-25,Summer,2012,6,20,0,Monday,1,Good,25.839999999999996,26.998999999999995,30.0,30.002599999999997,100,375,475
12881,2012-06-25,Summer,2012,6,21,0,Monday,1,Good,23.96,24.999200000000002,30.0,22.0028,50,281,331
12882,2012-06-25,Summer,2012,6,22,0,Monday,1,Good,23.020000000000003,24.999200000000002,28.999999999999996,26.0027,21,166,187
12883,2012-06-25,Summer,2012,6,23,0,Monday,1,Good,22.080000000000002,24.999200000000002,33.0,22.0028,15,88,103
12884,2012-06-26,Summer,2012,6,0,0,Tuesday,1,Good,21.14,24.999200000000002,33.0,22.0028,8,29,37
12885,2012-06-26,Summer,2012,6,1,0,Tuesday,1,Good,20.2,24.999200000000002,35.0,26.0027,11,19,30
12886,2012-06-26,Summer,2012,6,2,0,Tuesday,1,Good,18.320000000000004,18.9998,43.0,19.0012,2,7,9
12887,2012-06-26,Summer,2012,6,3,0,Tuesday,1,Good,17.380000000000003,18.0032,45.0,19.0012,2,7,9
12888,2012-06-26,Summer,2012,6,4,0,Tuesday,1,Good,17.380000000000003,18.0032,45.0,19.999499999999998,1,9,10
12889,2012-06-26,Summer,2012,6,5,0,Tuesday,1,Good,16.44,17.0,48.0,26.0027,3,36,39
12890,2012-06-26,Summer,2012,6,6,0,Tuesday,1,Good,16.44,17.0,52.0,19.999499999999998,12,176,188
12891,2012-06-26,Summer,2012,6,7,0,Tuesday,1,Good,16.44,17.0,52.0,23.9994,21,531,552
12892,2012-06-26,Summer,2012,6,8,0,Tuesday,1,Good,18.320000000000004,18.9998,49.0,22.0028,34,622,656
12893,2012-06-26,Summer,2012,6,9,0,Tuesday,1,Good,19.259999999999998,20.003,46.0,27.999299999999998,30,298,328
12894,2012-06-26,Summer,2012,6,10,0,Tuesday,1,Good,21.14,24.999200000000002,41.0,23.9994,37,153,190
12895,2012-06-26,Summer,2012,6,11,0,Tuesday,1,Good,22.080000000000002,24.999200000000002,36.0,27.999299999999998,46,189,235
12896,2012-06-26,Summer,2012,6,12,0,Tuesday,1,Good,23.020000000000003,24.999200000000002,34.0,30.002599999999997,80,228,308
12897,2012-06-26,Summer,2012,6,13,0,Tuesday,1,Good,24.9,26.002399999999994,30.0,31.0009,74,232,306
12898,2012-06-26,Summer,2012,6,14,0,Tuesday,1,Good,24.9,26.002399999999994,30.0,31.0009,81,186,267
12899,2012-06-26,Summer,2012,6,15,0,Tuesday,1,Good,25.839999999999996,26.998999999999995,28.000000000000004,31.0009,88,229,317
12900,2012-06-26,Summer,2012,6,16,0,Tuesday,1,Good,25.839999999999996,26.002399999999994,26.0,32.9975,67,349,416
12901,2012-06-26,Summer,2012,6,17,0,Tuesday,1,Good,25.839999999999996,26.998999999999995,28.000000000000004,27.999299999999998,104,796,900
12902,2012-06-26,Summer,2012,6,18,0,Tuesday,1,Good,25.839999999999996,26.998999999999995,28.000000000000004,23.9994,105,719,824
12903,2012-06-26,Summer,2012,6,19,0,Tuesday,1,Good,25.839999999999996,26.998999999999995,28.000000000000004,15.001299999999999,83,529,612
12904,2012-06-26,Summer,2012,6,20,0,Tuesday,1,Good,24.9,26.002399999999994,30.0,19.0012,88,417,505
12905,2012-06-26,Summer,2012,6,21,0,Tuesday,1,Good,23.96,26.002399999999994,34.0,12.998000000000001,61,267,328
12906,2012-06-26,Summer,2012,6,22,0,Tuesday,1,Good,23.020000000000003,24.999200000000002,34.0,16.997899999999998,26,219,245
12907,2012-06-26,Summer,2012,6,23,0,Tuesday,1,Good,21.14,24.999200000000002,41.0,8.9981,13,118,131
12908,2012-06-27,Summer,2012,6,0,0,Wednesday,1,Good,21.14,24.999200000000002,41.0,12.998000000000001,15,39,54
12909,2012-06-27,Summer,2012,6,1,0,Wednesday,1,Good,20.2,24.999200000000002,43.0,11.0014,5,18,23
12910,2012-06-27,Summer,2012,6,2,0,Wednesday,1,Good,18.320000000000004,18.9998,49.0,8.9981,2,12,14
12911,2012-06-27,Summer,2012,6,3,0,Wednesday,1,Good,19.259999999999998,20.003,46.0,6.0032,1,7,8
12912,2012-06-27,Summer,2012,6,4,0,Wednesday,1,Good,20.2,24.999200000000002,40.0,16.997899999999998,0,11,11
12913,2012-06-27,Summer,2012,6,5,0,Wednesday,1,Good,20.2,24.999200000000002,43.0,19.0012,2,34,36
12914,2012-06-27,Summer,2012,6,6,0,Wednesday,1,Good,19.259999999999998,20.003,46.0,19.0012,7,193,200
12915,2012-06-27,Summer,2012,6,7,0,Wednesday,1,Good,20.2,24.999200000000002,43.0,23.9994,29,498,527
12916,2012-06-27,Summer,2012,6,8,0,Wednesday,1,Good,21.14,24.999200000000002,43.0,22.0028,49,638,687
12917,2012-06-27,Summer,2012,6,9,0,Wednesday,1,Good,23.020000000000003,24.999200000000002,41.0,23.9994,29,253,282
12918,2012-06-27,Summer,2012,6,10,0,Wednesday,1,Good,24.9,26.002399999999994,37.0,16.997899999999998,34,138,172
12919,2012-06-27,Summer,2012,6,11,0,Wednesday,1,Good,26.78,26.998999999999995,30.0,22.0028,64,145,209
12920,2012-06-27,Summer,2012,6,12,0,Wednesday,1,Good,27.72,28.002199999999995,28.999999999999996,19.999499999999998,77,245,322
12921,2012-06-27,Summer,2012,6,13,0,Wednesday,1,Good,29.6,30.001999999999995,27.0,22.0028,77,244,321
12922,2012-06-27,Summer,2012,6,14,0,Wednesday,1,Good,29.6,28.998799999999996,24.0,23.9994,78,192,270
12923,2012-06-27,Summer,2012,6,15,0,Wednesday,1,Good,29.6,30.001999999999995,26.0,31.0009,61,188,249
12924,2012-06-27,Summer,2012,6,16,0,Wednesday,1,Good,30.54,30.001999999999995,24.0,30.002599999999997,55,337,392
12925,2012-06-27,Summer,2012,6,17,0,Wednesday,1,Good,30.54,30.001999999999995,24.0,26.0027,113,730,843
12926,2012-06-27,Summer,2012,6,18,0,Wednesday,1,Good,29.6,30.001999999999995,27.0,22.0028,85,719,804
12927,2012-06-27,Summer,2012,6,19,0,Wednesday,1,Good,28.660000000000004,28.998799999999996,28.999999999999996,22.0028,101,542,643
12928,2012-06-27,Summer,2012,6,20,0,Wednesday,1,Good,27.72,28.002199999999995,31.0,12.998000000000001,76,369,445
12929,2012-06-27,Summer,2012,6,21,0,Wednesday,1,Good,26.78,26.998999999999995,35.0,8.9981,54,313,367
12930,2012-06-27,Summer,2012,6,22,0,Wednesday,1,Good,25.839999999999996,26.998999999999995,39.0,6.0032,52,245,297
12931,2012-06-27,Summer,2012,6,23,0,Wednesday,1,Good,23.96,26.002399999999994,47.0,8.9981,11,148,159
12932,2012-06-28,Summer,2012,6,0,0,Thursday,1,Good,23.020000000000003,24.999200000000002,50.0,7.0015,2,52,54
12933,2012-06-28,Summer,2012,6,1,0,Thursday,1,Good,23.020000000000003,24.999200000000002,54.0,0.0,11,14,25
12934,2012-06-28,Summer,2012,6,2,0,Thursday,1,Good,23.020000000000003,24.999200000000002,50.0,6.0032,1,12,13
12935,2012-06-28,Summer,2012,6,3,0,Thursday,1,Good,23.020000000000003,24.999200000000002,50.0,6.0032,1,6,7
12936,2012-06-28,Summer,2012,6,4,0,Thursday,1,Good,21.14,24.0026,61.0,7.0015,0,11,11
12937,2012-06-28,Summer,2012,6,5,0,Thursday,1,Good,21.14,24.999200000000002,56.99999999999999,6.0032,8,39,47
12938,2012-06-28,Summer,2012,6,6,0,Thursday,1,Good,21.14,24.999200000000002,56.99999999999999,6.0032,8,185,193
12939,2012-06-28,Summer,2012,6,7,0,Thursday,1,Good,21.14,24.0026,61.0,7.0015,24,484,508
12940,2012-06-28,Summer,2012,6,8,0,Thursday,1,Good,23.020000000000003,24.999200000000002,50.0,8.9981,40,577,617
12941,2012-06-28,Summer,2012,6,9,0,Thursday,1,Good,24.9,26.998999999999995,54.0,11.0014,33,318,351
12942,2012-06-28,Summer,2012,6,10,0,Thursday,1,Good,26.78,28.002199999999995,48.0,12.998000000000001,40,144,184
12943,2012-06-28,Summer,2012,6,11,0,Thursday,1,Good,29.6,30.001999999999995,31.0,12.998000000000001,41,170,211
12944,2012-06-28,Summer,2012,6,12,0,Thursday,1,Good,31.479999999999997,30.998599999999996,26.0,19.0012,49,227,276
12945,2012-06-28,Summer,2012,6,13,0,Thursday,1,Good,32.42,32.9984,26.0,15.001299999999999,31,205,236
12946,2012-06-28,Summer,2012,6,14,0,Thursday,1,Good,32.42,32.001799999999996,25.0,22.0028,66,188,254
12947,2012-06-28,Summer,2012,6,15,0,Thursday,1,Good,32.42,32.001799999999996,25.0,22.0028,24,195,219
12948,2012-06-28,Summer,2012,6,16,0,Thursday,1,Good,33.36,32.9984,23.0,12.998000000000001,56,331,387
12949,2012-06-28,Summer,2012,6,17,0,Thursday,1,Good,33.36,32.9984,22.0,12.998000000000001,71,634,705
12950,2012-06-28,Summer,2012,6,18,0,Thursday,1,Good,32.42,32.001799999999996,25.0,15.001299999999999,100,597,697
12951,2012-06-28,Summer,2012,6,19,0,Thursday,1,Good,31.479999999999997,32.001799999999996,30.0,19.999499999999998,79,492,571
12952,2012-06-28,Summer,2012,6,20,0,Thursday,1,Good,30.54,32.001799999999996,34.0,12.998000000000001,71,399,470
12953,2012-06-28,Summer,2012,6,21,0,Thursday,1,Good,27.72,30.001999999999995,55.00000000000001,12.998000000000001,89,309,398
12954,2012-06-28,Summer,2012,6,22,0,Thursday,1,Good,27.72,30.001999999999995,52.0,11.0014,50,224,274
12955,2012-06-28,Summer,2012,6,23,0,Thursday,1,Good,26.78,28.002199999999995,48.0,8.9981,26,145,171
12956,2012-06-29,Summer,2012,6,0,0,Friday,1,Good,26.78,28.002199999999995,48.0,8.9981,24,90,114
12957,2012-06-29,Summer,2012,6,1,0,Friday,1,Good,26.78,28.002199999999995,51.0,11.0014,9,33,42
12958,2012-06-29,Summer,2012,6,2,0,Friday,1,Good,25.839999999999996,28.002199999999995,57.99999999999999,12.998000000000001,3,15,18
12959,2012-06-29,Summer,2012,6,3,0,Friday,1,Good,25.839999999999996,28.002199999999995,57.99999999999999,12.998000000000001,3,5,8
12960,2012-06-29,Summer,2012,6,4,0,Friday,1,Good,24.9,26.998999999999995,65.0,11.0014,1,9,10
12961,2012-06-29,Summer,2012,6,5,0,Friday,1,Good,24.9,26.998999999999995,61.0,7.0015,6,39,45
12962,2012-06-29,Summer,2012,6,6,0,Friday,1,Okay,24.9,26.998999999999995,61.0,11.0014,15,148,163
12963,2012-06-29,Summer,2012,6,7,0,Friday,1,Good,24.9,26.998999999999995,61.0,7.0015,19,361,380
12964,2012-06-29,Summer,2012,6,8,0,Friday,1,Okay,26.78,28.998799999999996,55.00000000000001,7.0015,48,576,624
12965,2012-06-29,Summer,2012,6,9,0,Friday,1,Good,27.72,30.001999999999995,55.00000000000001,11.0014,39,261,300
12966,2012-06-29,Summer,2012,6,10,0,Friday,1,Good,34.300000000000004,38.997800000000005,39.0,19.999499999999998,32,139,171
12967,2012-06-29,Summer,2012,6,11,0,Friday,1,Okay,34.300000000000004,40.001000000000005,42.0,19.0012,51,137,188
12968,2012-06-29,Summer,2012,6,12,0,Friday,1,Okay,35.24,42.0008,40.0,16.997899999999998,53,173,226
12969,2012-06-29,Summer,2012,6,13,0,Friday,1,Good,36.18,42.0008,38.0,12.998000000000001,45,194,239
12970,2012-06-29,Summer,2012,6,14,0,Friday,1,Good,37.12,44.0006,36.0,15.001299999999999,49,184,233
12971,2012-06-29,Summer,2012,6,15,0,Friday,1,Good,37.12,44.0006,36.0,0.0,47,183,230
12972,2012-06-29,Summer,2012,6,16,0,Friday,1,Good,37.12,44.0006,36.0,0.0,59,292,351
12973,2012-06-29,Summer,2012,6,17,0,Friday,1,Good,38.06,44.9972,34.0,12.998000000000001,82,457,539
12974,2012-06-29,Summer,2012,6,18,0,Friday,1,Good,37.12,40.997600000000006,31.0,0.0,50,414,464
12975,2012-06-29,Summer,2012,6,19,0,Friday,1,Good,34.300000000000004,42.0008,47.0,12.998000000000001,60,303,363
12976,2012-06-29,Summer,2012,6,20,0,Friday,1,Good,35.24,42.9974,42.0,16.997899999999998,53,255,308
12977,2012-06-29,Summer,2012,6,21,0,Friday,1,Okay,32.42,38.997800000000005,53.0,12.998000000000001,41,195,236
12978,2012-06-29,Summer,2012,6,22,0,Friday,1,Bad,30.54,38.997800000000005,63.0,12.998000000000001,34,129,163
12979,2012-06-29,Summer,2012,6,23,0,Friday,1,Bad,30.54,38.997800000000005,63.0,12.998000000000001,6,42,48
12980,2012-06-30,Summer,2012,6,0,0,Saturday,0,Bad,22.080000000000002,22.0028,89.0,11.0014,4,65,69
12981,2012-06-30,Summer,2012,6,1,0,Saturday,0,Bad,22.080000000000002,22.0028,89.0,15.001299999999999,3,55,58
12982,2012-06-30,Summer,2012,6,2,0,Saturday,0,Okay,22.080000000000002,22.0028,89.0,0.0,7,54,61
12983,2012-06-30,Summer,2012,6,3,0,Saturday,0,Okay,22.080000000000002,22.0028,89.0,0.0,3,20,23
12984,2012-06-30,Summer,2012,6,4,0,Saturday,0,Okay,21.14,20.003,94.0,0.0,3,15,18
12985,2012-06-30,Summer,2012,6,5,0,Saturday,0,Good,22.080000000000002,22.0028,89.0,11.0014,3,7,10
