id,dteday,season,year,mnth,hour,holiday,weekday,workingday,weather,temp,felt_temp,humidity,windspeed,casual,registered,total
15067,2012-09-24,Winter,2012,9,23,0,1,1,Monday,13.620000000000001,13.997,63.0,8.9981,11,83,94
15068,2012-09-25,Winter,2012,9,0,0,2,1,Tuesday,13.620000000000001,13.997,67.0,11.0014,8,56,64
15069,2012-09-25,Winter,2012,9,1,0,2,1,Tuesday,12.68,13.000399999999999,72.0,8.9981,2,11,13
15070,2012-09-25,Winter,2012,9,2,0,2,1,Tuesday,11.739999999999998,11.997200000000003,77.0,8.9981,5,9,14
15071,2012-09-25,Winter,2012,9,3,0,2,1,Tuesday,11.739999999999998,11.997200000000003,71.0,6.0032,2,3,5
15072,2012-09-25,Winter,2012,9,4,0,2,1,Tuesday,11.739999999999998,11.997200000000003,71.0,8.9981,2,7,9
15073,2012-09-25,Winter,2012,9,5,0,2,1,Tuesday,11.739999999999998,11.997200000000003,77.0,6.0032,1,46,47
15074,2012-09-25,Winter,2012,9,6,0,2,1,Tuesday,12.68,13.000399999999999,77.0,15.001299999999999,5,189,194
15075,2012-09-25,Winter,2012,9,7,0,2,1,Tuesday,12.68,13.000399999999999,77.0,12.998000000000001,17,539,556
15076,2012-09-25,Winter,2012,9,8,0,2,1,Tuesday,14.559999999999999,15.0002,67.0,12.998000000000001,41,764,805
15077,2012-09-25,Winter,2012,9,9,0,2,1,Tuesday,17.380000000000003,18.0032,56.00000000000001,16.997899999999998,28,381,409
15078,2012-09-25,Winter,2012,9,10,0,2,1,Tuesday,18.320000000000004,18.9998,52.0,19.999499999999998,45,125,170
15079,2012-09-25,Winter,2012,9,11,0,2,1,Tuesday,20.2,24.999200000000002,46.0,19.999499999999998,63,155,218
15080,2012-09-25,Winter,2012,9,12,0,2,1,Tuesday,21.14,24.999200000000002,43.0,19.0012,69,233,302
15081,2012-09-25,Winter,2012,9,13,0,2,1,Tuesday,22.080000000000002,24.999200000000002,47.0,16.997899999999998,48,257,305
15082,2012-09-25,Winter,2012,9,14,0,2,1,Tuesday,23.020000000000003,24.999200000000002,39.0,22.0028,80,213,293
15083,2012-09-25,Winter,2012,9,15,0,2,1,Tuesday,23.020000000000003,24.999200000000002,36.0,22.0028,56,247,303
15084,2012-09-25,Winter,2012,9,16,0,2,1,Tuesday,23.020000000000003,24.999200000000002,39.0,19.999499999999998,59,436,495
15085,2012-09-25,Winter,2012,9,17,0,2,1,Tuesday,23.020000000000003,24.999200000000002,39.0,19.0012,107,860,967
15086,2012-09-25,Winter,2012,9,18,0,2,1,Tuesday,22.080000000000002,24.999200000000002,41.0,15.001299999999999,64,758,822
15087,2012-09-25,Winter,2012,9,19,0,2,1,Tuesday,21.14,24.999200000000002,50.0,16.997899999999998,49,490,539
15088,2012-09-25,Winter,2012,9,20,0,2,1,Tuesday,20.2,24.999200000000002,56.00000000000001,19.999499999999998,37,388,425
15089,2012-09-25,Winter,2012,9,21,0,2,1,Tuesday,20.2,24.999200000000002,56.00000000000001,19.999499999999998,34,263,297
15090,2012-09-25,Winter,2012,9,22,0,2,1,Tuesday,20.2,24.999200000000002,56.00000000000001,19.0012,14,174,188
15091,2012-09-25,Winter,2012,9,23,0,2,1,Tuesday,20.2,24.999200000000002,56.00000000000001,22.0028,9,89,98
15092,2012-09-26,Winter,2012,9,0,0,3,1,Wednesday,19.259999999999998,20.003,64.0,19.999499999999998,6,34,40
15093,2012-09-26,Winter,2012,9,1,0,3,1,Wednesday,19.259999999999998,20.003,64.0,22.0028,10,19,29
15094,2012-09-26,Winter,2012,9,2,0,3,1,Wednesday,19.259999999999998,20.003,64.0,19.0012,2,15,17
15095,2012-09-26,Winter,2012,9,3,0,3,1,Wednesday,19.259999999999998,20.003,64.0,19.0012,4,6,10
15096,2012-09-26,Winter,2012,9,4,0,3,1,Wednesday,18.320000000000004,18.9998,73.0,16.997899999999998,2,12,14
15097,2012-09-26,Winter,2012,9,5,0,3,1,Wednesday,18.320000000000004,18.9998,73.0,15.001299999999999,1,35,36
15098,2012-09-26,Winter,2012,9,6,0,3,1,Wednesday,17.380000000000003,18.0032,73.0,12.998000000000001,3,179,182
15099,2012-09-26,Winter,2012,9,7,0,3,1,Wednesday,17.380000000000003,18.0032,77.0,8.9981,9,523,532
15100,2012-09-26,Winter,2012,9,8,0,3,1,Wednesday,18.320000000000004,18.9998,73.0,19.999499999999998,30,808,838
15101,2012-09-26,Winter,2012,9,9,0,3,1,Wednesday,20.2,24.0026,64.0,12.998000000000001,27,307,334
15102,2012-09-26,Winter,2012,9,10,0,3,1,Wednesday,20.2,22.9994,73.0,19.0012,29,156,185
15103,2012-09-26,Winter,2012,9,11,0,3,1,Wednesday,22.080000000000002,24.999200000000002,61.0,16.997899999999998,46,181,227
15104,2012-09-26,Winter,2012,9,12,0,3,1,Wednesday,23.96,26.002399999999994,61.0,15.001299999999999,56,260,316
15105,2012-09-26,Winter,2012,9,13,0,3,1,Wednesday,24.9,26.998999999999995,57.99999999999999,15.001299999999999,67,273,340
15106,2012-09-26,Winter,2012,9,14,0,3,1,Wednesday,26.78,28.002199999999995,48.0,19.0012,60,217,277
15107,2012-09-26,Winter,2012,9,15,0,3,1,Wednesday,26.78,28.002199999999995,48.0,19.999499999999998,69,231,300
15108,2012-09-26,Winter,2012,9,16,0,3,1,Wednesday,26.78,28.002199999999995,45.0,19.0012,71,397,468
15109,2012-09-26,Winter,2012,9,17,0,3,1,Wednesday,26.78,28.002199999999995,48.0,19.999499999999998,77,876,953
15110,2012-09-26,Winter,2012,9,18,0,3,1,Wednesday,26.78,28.002199999999995,48.0,15.001299999999999,69,815,884
15111,2012-09-26,Winter,2012,9,19,0,3,1,Wednesday,24.9,26.998999999999995,54.0,11.0014,38,589,627
15112,2012-09-26,Winter,2012,9,20,0,3,1,Wednesday,23.020000000000003,24.999200000000002,69.0,12.998000000000001,45,389,434
15113,2012-09-26,Winter,2012,9,21,0,3,1,Wednesday,23.020000000000003,24.999200000000002,65.0,12.998000000000001,32,328,360
15114,2012-09-26,Winter,2012,9,22,0,3,1,Wednesday,21.14,24.0026,69.0,12.998000000000001,21,194,215
15115,2012-09-26,Winter,2012,9,23,0,3,1,Wednesday,20.2,22.0028,78.0,16.997899999999998,13,102,115
15116,2012-09-27,Winter,2012,9,0,0,4,1,Thursday,20.2,22.0028,78.0,6.0032,5,60,65
15117,2012-09-27,Winter,2012,9,1,0,4,1,Thursday,20.2,22.0028,78.0,6.0032,5,16,21
15118,2012-09-27,Winter,2012,9,2,0,4,1,Thursday,20.2,22.0028,78.0,6.0032,3,13,16
15119,2012-09-27,Winter,2012,9,3,0,4,1,Thursday,20.2,22.0028,78.0,0.0,0,7,7
15120,2012-09-27,Winter,2012,9,4,0,4,1,Thursday,18.320000000000004,18.9998,94.0,8.9981,2,6,8
15121,2012-09-27,Winter,2012,9,5,0,4,1,Thursday,19.259999999999998,20.003,83.0,0.0,2,64,66
15122,2012-09-27,Winter,2012,9,6,0,4,1,Thursday,18.320000000000004,18.9998,88.0,6.0032,5,164,169
15123,2012-09-27,Winter,2012,9,7,0,4,1,Thursday,20.2,22.0028,78.0,0.0,12,546,558
15124,2012-09-27,Winter,2012,9,8,0,4,1,Thursday,21.14,24.0026,71.0,6.0032,20,774,794
15125,2012-09-27,Winter,2012,9,9,0,4,1,Thursday,23.020000000000003,24.999200000000002,65.0,0.0,30,305,335
15126,2012-09-27,Winter,2012,9,10,0,4,1,Thursday,24.9,26.998999999999995,51.0,19.0012,40,168,208
15127,2012-09-27,Winter,2012,9,11,0,4,1,Thursday,25.839999999999996,28.002199999999995,51.0,11.0014,67,227,294
15128,2012-09-27,Winter,2012,9,12,0,4,1,Thursday,26.78,28.002199999999995,48.0,8.9981,63,272,335
15129,2012-09-27,Winter,2012,9,13,0,4,1,Thursday,26.78,28.002199999999995,48.0,0.0,61,265,326
15130,2012-09-27,Winter,2012,9,14,0,4,1,Thursday,27.72,28.998799999999996,45.0,6.0032,44,214,258
15131,2012-09-27,Winter,2012,9,15,0,4,1,Thursday,27.72,28.998799999999996,45.0,0.0,41,255,296
15132,2012-09-27,Winter,2012,9,16,0,4,1,Thursday,25.839999999999996,28.002199999999995,57.99999999999999,22.0028,73,399,472
15133,2012-09-27,Winter,2012,9,17,0,4,1,Thursday,23.020000000000003,24.999200000000002,69.0,19.999499999999998,87,818,905
15134,2012-09-27,Winter,2012,9,18,0,4,1,Thursday,23.020000000000003,24.999200000000002,69.0,15.001299999999999,77,822,899
15135,2012-09-27,Winter,2012,9,19,0,4,1,Thursday,23.020000000000003,24.999200000000002,65.0,8.9981,48,511,559
15136,2012-09-27,Winter,2012,9,20,0,4,1,Thursday,22.080000000000002,24.0026,69.0,15.001299999999999,45,412,457
15137,2012-09-27,Winter,2012,9,21,0,4,1,Thursday,21.14,22.0028,83.0,19.999499999999998,18,235,253
15138,2012-09-27,Winter,2012,9,22,0,4,1,Thursday,21.14,22.0028,83.0,19.999499999999998,2,45,47
15139,2012-09-27,Winter,2012,9,23,0,4,1,Thursday,21.14,22.0028,83.0,11.0014,1,44,45
15140,2012-09-28,Winter,2012,9,0,0,5,1,Friday,20.2,20.003,88.0,11.0014,2,15,17
15141,2012-09-28,Winter,2012,9,1,0,5,1,Friday,20.2,20.003,88.0,0.0,0,13,13
15142,2012-09-28,Winter,2012,9,2,0,5,1,Friday,20.2,20.003,88.0,19.999499999999998,1,9,10
15143,2012-09-28,Winter,2012,9,3,0,5,1,Friday,20.2,20.9996,83.0,8.9981,0,7,7
15144,2012-09-28,Winter,2012,9,4,0,5,1,Friday,18.320000000000004,18.9998,88.0,7.0015,2,10,12
15145,2012-09-28,Winter,2012,9,5,0,5,1,Friday,18.320000000000004,18.9998,88.0,0.0,1,37,38
15146,2012-09-28,Winter,2012,9,6,0,5,1,Friday,18.320000000000004,18.9998,94.0,6.0032,2,136,138
15147,2012-09-28,Winter,2012,9,7,0,5,1,Friday,18.320000000000004,18.9998,94.0,0.0,10,384,394
15148,2012-09-28,Winter,2012,9,8,0,5,1,Friday,20.2,20.9996,83.0,6.0032,31,674,705
15149,2012-09-28,Winter,2012,9,9,0,5,1,Friday,21.14,22.0028,83.0,7.0015,27,399,426
15150,2012-09-28,Winter,2012,9,10,0,5,1,Friday,22.080000000000002,22.9994,78.0,8.9981,51,194,245
15151,2012-09-28,Winter,2012,9,11,0,5,1,Friday,23.020000000000003,24.999200000000002,69.0,0.0,109,252,361
15152,2012-09-28,Winter,2012,9,12,0,5,1,Friday,24.9,26.998999999999995,54.0,16.997899999999998,94,286,380
15153,2012-09-28,Winter,2012,9,13,0,5,1,Friday,24.9,26.998999999999995,51.0,16.997899999999998,106,304,410
15154,2012-09-28,Winter,2012,9,14,0,5,1,Friday,24.9,26.998999999999995,54.0,16.997899999999998,105,294,399
15155,2012-09-28,Winter,2012,9,15,0,5,1,Friday,23.96,26.002399999999994,54.0,19.0012,104,288,392
15156,2012-09-28,Winter,2012,9,16,0,5,1,Friday,23.020000000000003,24.999200000000002,50.0,15.001299999999999,83,419,502
15157,2012-09-28,Winter,2012,9,17,0,5,1,Friday,23.020000000000003,24.999200000000002,54.0,19.999499999999998,101,707,808
15158,2012-09-28,Winter,2012,9,18,0,5,1,Friday,22.080000000000002,24.999200000000002,50.0,15.001299999999999,58,609,667
15159,2012-09-28,Winter,2012,9,19,0,5,1,Friday,21.14,24.999200000000002,50.0,16.997899999999998,38,470,508
15160,2012-09-28,Winter,2012,9,20,0,5,1,Friday,20.2,24.999200000000002,53.0,11.0014,32,304,336
15161,2012-09-28,Winter,2012,9,21,0,5,1,Friday,20.2,24.999200000000002,53.0,12.998000000000001,32,205,237
15162,2012-09-28,Winter,2012,9,22,0,5,1,Friday,19.259999999999998,20.003,53.0,15.001299999999999,30,190,220
15163,2012-09-28,Winter,2012,9,23,0,5,1,Friday,18.320000000000004,18.9998,56.00000000000001,12.998000000000001,26,164,190
15164,2012-09-29,Winter,2012,9,0,0,6,0,Saturday,17.380000000000003,18.0032,60.0,15.001299999999999,15,134,149
15165,2012-09-29,Winter,2012,9,1,0,6,0,Saturday,17.380000000000003,18.0032,60.0,15.001299999999999,12,89,101
15166,2012-09-29,Winter,2012,9,2,0,6,0,Saturday,17.380000000000003,18.0032,56.00000000000001,15.001299999999999,12,80,92
15167,2012-09-29,Winter,2012,9,3,0,6,0,Saturday,16.44,17.0,59.0,12.998000000000001,4,25,29
15168,2012-09-29,Winter,2012,9,4,0,6,0,Saturday,16.44,17.0,59.0,16.997899999999998,6,8,14
15169,2012-09-29,Winter,2012,9,5,0,6,0,Saturday,15.5,15.9968,63.0,12.998000000000001,2,13,15
15170,2012-09-29,Winter,2012,9,6,0,6,0,Saturday,15.5,15.9968,63.0,16.997899999999998,4,33,37
15171,2012-09-29,Winter,2012,9,7,0,6,0,Saturday,14.559999999999999,15.0002,67.0,19.0012,12,61,73
15172,2012-09-29,Winter,2012,9,8,0,6,0,Saturday,15.5,15.9968,68.0,19.0012,37,174,211
15173,2012-09-29,Winter,2012,9,9,0,6,0,Saturday,15.5,15.9968,63.0,12.998000000000001,69,263,332
15174,2012-09-29,Winter,2012,9,10,0,6,0,Saturday,17.380000000000003,18.0032,56.00000000000001,16.997899999999998,134,338,472
15175,2012-09-29,Winter,2012,9,11,0,6,0,Saturday,18.320000000000004,18.9998,52.0,19.0012,217,446,663
15176,2012-09-29,Winter,2012,9,12,0,6,0,Saturday,21.14,24.999200000000002,41.0,19.999499999999998,191,491,682
15177,2012-09-29,Winter,2012,9,13,0,6,0,Saturday,21.14,24.999200000000002,41.0,19.999499999999998,233,453,686
15178,2012-09-29,Winter,2012,9,14,0,6,0,Saturday,20.2,24.999200000000002,40.0,16.997899999999998,302,448,750
15179,2012-09-29,Winter,2012,9,15,0,6,0,Saturday,20.2,24.999200000000002,43.0,16.997899999999998,271,456,727
15180,2012-09-29,Winter,2012,9,16,0,6,0,Saturday,21.14,24.999200000000002,41.0,16.997899999999998,275,447,722
15181,2012-09-29,Winter,2012,9,17,0,6,0,Saturday,20.2,24.999200000000002,38.0,23.9994,256,456,712
15182,2012-09-29,Winter,2012,9,18,0,6,0,Saturday,18.320000000000004,18.9998,46.0,12.998000000000001,174,420,594
15183,2012-09-29,Winter,2012,9,19,0,6,0,Saturday,16.44,17.0,55.00000000000001,11.0014,119,351,470
15184,2012-09-29,Winter,2012,9,20,0,6,0,Saturday,16.44,17.0,55.00000000000001,12.998000000000001,88,227,315
15185,2012-09-29,Winter,2012,9,21,0,6,0,Saturday,16.44,17.0,55.00000000000001,8.9981,73,219,292
15186,2012-09-29,Winter,2012,9,22,0,6,0,Saturday,15.5,15.9968,63.0,7.0015,48,173,221
15187,2012-09-29,Winter,2012,9,23,0,6,0,Saturday,15.5,15.9968,59.0,6.0032,35,161,196
15188,2012-09-30,Winter,2012,9,0,0,0,0,Sunday,15.5,15.9968,59.0,0.0,35,112,147
15189,2012-09-30,Winter,2012,9,1,0,0,0,Sunday,15.5,15.9968,59.0,0.0,31,85,116
15190,2012-09-30,Winter,2012,9,2,0,0,0,Sunday,14.559999999999999,15.0002,63.0,0.0,21,71,92
15191,2012-09-30,Winter,2012,9,3,0,0,0,Sunday,13.620000000000001,13.997,67.0,6.0032,17,41,58
15192,2012-09-30,Winter,2012,9,4,0,0,0,Sunday,13.620000000000001,13.997,67.0,6.0032,1,6,7
15193,2012-09-30,Winter,2012,9,5,0,0,0,Sunday,12.68,13.000399999999999,72.0,0.0,1,9,10
15194,2012-09-30,Winter,2012,9,6,0,0,0,Sunday,12.68,13.000399999999999,72.0,6.0032,2,20,22
15195,2012-09-30,Winter,2012,9,7,0,0,0,Sunday,12.68,13.000399999999999,77.0,0.0,14,43,57
15196,2012-09-30,Winter,2012,9,8,0,0,0,Sunday,14.559999999999999,15.0002,67.0,7.0015,18,126,144
15197,2012-09-30,Winter,2012,9,9,0,0,0,Sunday,16.44,17.0,63.0,7.0015,74,211,285
15198,2012-09-30,Winter,2012,9,10,0,0,0,Sunday,19.259999999999998,20.003,46.0,11.0014,160,319,479
15199,2012-09-30,Winter,2012,9,11,0,0,0,Sunday,20.2,24.999200000000002,43.0,15.001299999999999,222,369,591
15200,2012-09-30,Winter,2012,9,12,0,0,0,Sunday,21.14,24.999200000000002,41.0,19.999499999999998,206,474,680
15201,2012-09-30,Winter,2012,9,13,0,0,0,Sunday,21.14,24.999200000000002,41.0,16.997899999999998,180,414,594
15202,2012-09-30,Winter,2012,9,14,0,0,0,Sunday,21.14,24.999200000000002,41.0,16.997899999999998,208,404,612
15203,2012-09-30,Winter,2012,9,15,0,0,0,Sunday,22.080000000000002,24.999200000000002,36.0,16.997899999999998,230,419,649
15204,2012-09-30,Winter,2012,9,16,0,0,0,Sunday,22.080000000000002,24.999200000000002,36.0,15.001299999999999,202,446,648
15205,2012-09-30,Winter,2012,9,17,0,0,0,Sunday,21.14,24.999200000000002,35.0,19.0012,195,380,575
15206,2012-09-30,Winter,2012,9,18,0,0,0,Sunday,16.44,17.0,59.0,30.002599999999997,91,310,401
15207,2012-09-30,Winter,2012,9,19,0,0,0,Sunday,15.5,15.9968,72.0,8.9981,34,223,257
15208,2012-09-30,Winter,2012,9,20,0,0,0,Sunday,15.5,15.9968,72.0,8.9981,31,163,194
15209,2012-09-30,Winter,2012,9,21,0,0,0,Sunday,15.5,15.9968,68.0,0.0,19,104,123
15210,2012-09-30,Winter,2012,9,22,0,0,0,Sunday,14.559999999999999,15.0002,72.0,0.0,15,76,91
15211,2012-09-30,Winter,2012,9,23,0,0,0,Sunday,14.559999999999999,15.0002,72.0,6.0032,8,49,57
15212,2012-10-01,Winter,2012,10,0,0,1,1,Monday,13.620000000000001,13.997,72.0,7.0015,6,39,45
15213,2012-10-01,Winter,2012,10,1,0,1,1,Monday,12.68,13.000399999999999,77.0,6.0032,5,13,18
15214,2012-10-01,Winter,2012,10,2,0,1,1,Monday,13.620000000000001,13.997,72.0,0.0,6,6,12
15215,2012-10-01,Winter,2012,10,3,0,1,1,Monday,12.68,13.000399999999999,77.0,0.0,1,6,7
15216,2012-10-01,Winter,2012,10,4,0,1,1,Monday,11.739999999999998,11.997200000000003,82.0,7.0015,0,10,10
15217,2012-10-01,Winter,2012,10,5,0,1,1,Monday,12.68,13.000399999999999,77.0,0.0,2,34,36
15218,2012-10-01,Winter,2012,10,6,0,1,1,Monday,12.68,13.000399999999999,77.0,7.0015,8,147,155
15219,2012-10-01,Winter,2012,10,7,0,1,1,Monday,12.68,13.000399999999999,77.0,11.0014,13,470,483
15220,2012-10-01,Winter,2012,10,8,0,1,1,Monday,13.620000000000001,13.997,77.0,7.0015,40,744,784
15221,2012-10-01,Winter,2012,10,9,0,1,1,Monday,16.44,17.0,63.0,0.0,26,314,340
15222,2012-10-01,Winter,2012,10,10,0,1,1,Monday,17.380000000000003,18.0032,56.00000000000001,0.0,44,135,179
15223,2012-10-01,Winter,2012,10,11,0,1,1,Monday,19.259999999999998,20.003,46.0,0.0,76,196,272
15224,2012-10-01,Winter,2012,10,12,0,1,1,Monday,20.2,24.999200000000002,43.0,11.0014,61,262,323
15225,2012-10-01,Winter,2012,10,13,0,1,1,Monday,20.2,24.999200000000002,43.0,11.0014,80,225,305
15226,2012-10-01,Winter,2012,10,14,0,1,1,Monday,20.2,24.999200000000002,43.0,7.0015,51,193,244
15227,2012-10-01,Winter,2012,10,15,0,1,1,Monday,21.14,24.999200000000002,43.0,8.9981,95,234,329
15228,2012-10-01,Winter,2012,10,16,0,1,1,Monday,21.14,24.999200000000002,46.0,16.997899999999998,51,408,459
15229,2012-10-01,Winter,2012,10,17,0,1,1,Monday,18.320000000000004,18.9998,60.0,16.997899999999998,65,791,856
15230,2012-10-01,Winter,2012,10,18,0,1,1,Monday,18.320000000000004,18.9998,64.0,7.0015,42,571,613
15231,2012-10-01,Winter,2012,10,19,0,1,1,Monday,17.380000000000003,18.0032,68.0,7.0015,33,483,516
15232,2012-10-01,Winter,2012,10,20,0,1,1,Monday,17.380000000000003,18.0032,68.0,0.0,11,251,262
15233,2012-10-01,Winter,2012,10,21,0,1,1,Monday,17.380000000000003,18.0032,73.0,8.9981,13,205,218
15234,2012-10-01,Winter,2012,10,22,0,1,1,Monday,17.380000000000003,18.0032,77.0,6.0032,17,190,207
15235,2012-10-01,Winter,2012,10,23,0,1,1,Monday,17.380000000000003,18.0032,77.0,0.0,17,88,105
15236,2012-10-02,Winter,2012,10,0,0,2,1,Tuesday,18.320000000000004,18.9998,73.0,0.0,1,30,31
15237,2012-10-02,Winter,2012,10,1,0,2,1,Tuesday,17.380000000000003,18.0032,77.0,7.0015,0,11,11
15238,2012-10-02,Winter,2012,10,2,0,2,1,Tuesday,17.380000000000003,18.0032,77.0,7.0015,0,2,2
15239,2012-10-02,Winter,2012,10,3,0,2,1,Tuesday,17.380000000000003,18.0032,88.0,12.998000000000001,1,4,5
15240,2012-10-02,Winter,2012,10,4,0,2,1,Tuesday,18.320000000000004,18.9998,83.0,6.0032,2,8,10
15241,2012-10-02,Winter,2012,10,5,0,2,1,Tuesday,18.320000000000004,18.9998,83.0,8.9981,1,42,43
15242,2012-10-02,Winter,2012,10,6,0,2,1,Tuesday,19.259999999999998,20.003,83.0,7.0015,3,176,179
15243,2012-10-02,Winter,2012,10,7,0,2,1,Tuesday,19.259999999999998,20.003,83.0,7.0015,4,256,260
15244,2012-10-02,Winter,2012,10,8,0,2,1,Tuesday,20.2,20.003,88.0,0.0,6,128,134
15245,2012-10-02,Winter,2012,10,9,0,2,1,Tuesday,19.259999999999998,20.003,88.0,8.9981,3,83,86
15246,2012-10-02,Winter,2012,10,10,0,2,1,Tuesday,19.259999999999998,20.003,88.0,8.9981,3,42,45
15247,2012-10-02,Winter,2012,10,11,0,2,1,Tuesday,19.259999999999998,20.003,94.0,8.9981,7,92,99
15248,2012-10-02,Winter,2012,10,12,0,2,1,Tuesday,20.2,20.003,88.0,12.998000000000001,6,98,104
15249,2012-10-02,Winter,2012,10,13,0,2,1,Tuesday,20.2,20.003,88.0,8.9981,6,148,154
