id,dteday,season,year,mnth,hour,holiday,weekday,workingday,weather,temp,felt_temp,humidity,windspeed,casual,registered,total
4075,2011-06-23,Fall,2011,6,16,0,4,1,Thursday,26.78,28.998799999999996,62.0,19.999499999999998,58,217,275
4076,2011-06-23,Fall,2011,6,17,0,4,1,Thursday,25.839999999999996,28.998799999999996,70.0,23.9994,74,495,569
4077,2011-06-23,Fall,2011,6,18,0,4,1,Thursday,25.839999999999996,28.998799999999996,70.0,27.999299999999998,57,483,540
4078,2011-06-23,Fall,2011,6,19,0,4,1,Thursday,25.839999999999996,28.998799999999996,70.0,23.9994,56,344,400
4079,2011-06-23,Fall,2011,6,20,0,4,1,Thursday,24.9,28.002199999999995,74.0,15.001299999999999,75,277,352
4080,2011-06-23,Fall,2011,6,21,0,4,1,Thursday,24.9,28.002199999999995,74.0,12.998000000000001,46,188,234
4081,2011-06-23,Fall,2011,6,22,0,4,1,Thursday,24.9,28.002199999999995,74.0,15.001299999999999,23,139,162
4082,2011-06-23,Fall,2011,6,23,0,4,1,Thursday,24.9,28.002199999999995,74.0,19.0012,15,90,105
4083,2011-06-24,Fall,2011,6,0,0,5,1,Friday,23.96,26.002399999999994,79.0,12.998000000000001,10,53,63
4084,2011-06-24,Fall,2011,6,1,0,5,1,Friday,23.020000000000003,24.0026,83.0,22.0028,8,20,28
4085,2011-06-24,Fall,2011,6,2,0,5,1,Friday,23.020000000000003,24.0026,83.0,22.0028,4,10,14
4086,2011-06-24,Fall,2011,6,3,0,5,1,Friday,23.020000000000003,24.0026,83.0,11.0014,1,4,5
4087,2011-06-24,Fall,2011,6,4,0,5,1,Friday,23.020000000000003,24.0026,83.0,6.0032,1,8,9
4088,2011-06-24,Fall,2011,6,5,0,5,1,Friday,22.080000000000002,22.0028,89.0,6.0032,2,18,20
4089,2011-06-24,Fall,2011,6,6,0,5,1,Friday,23.020000000000003,24.0026,83.0,8.9981,4,87,91
4090,2011-06-24,Fall,2011,6,7,0,5,1,Friday,23.020000000000003,24.0026,83.0,15.001299999999999,21,247,268
4091,2011-06-24,Fall,2011,6,8,0,5,1,Friday,24.9,28.002199999999995,74.0,15.001299999999999,27,439,466
4092,2011-06-24,Fall,2011,6,9,0,5,1,Friday,26.78,28.998799999999996,62.0,8.9981,28,203,231
4093,2011-06-24,Fall,2011,6,10,0,5,1,Friday,29.6,32.001799999999996,43.0,19.0012,43,102,145
4094,2011-06-24,Fall,2011,6,11,0,5,1,Friday,29.6,30.998599999999996,38.0,22.0028,56,147,203
4095,2011-06-24,Fall,2011,6,12,0,5,1,Friday,29.6,30.998599999999996,41.0,19.0012,51,150,201
4096,2011-06-24,Fall,2011,6,13,0,5,1,Friday,29.6,30.998599999999996,36.0,15.001299999999999,43,178,221
4097,2011-06-24,Fall,2011,6,14,0,5,1,Friday,28.660000000000004,30.001999999999995,43.0,19.0012,67,162,229
4098,2011-06-24,Fall,2011,6,15,0,5,1,Friday,30.54,32.001799999999996,34.0,26.0027,69,147,216
4099,2011-06-24,Fall,2011,6,16,0,5,1,Friday,29.6,30.001999999999995,33.0,27.999299999999998,80,247,327
4100,2011-06-24,Fall,2011,6,17,0,5,1,Friday,27.72,28.002199999999995,37.0,16.997899999999998,85,472,557
4101,2011-06-24,Fall,2011,6,18,0,5,1,Friday,27.72,28.002199999999995,37.0,19.999499999999998,87,365,452
4102,2011-06-24,Fall,2011,6,19,0,5,1,Friday,26.78,26.998999999999995,40.0,15.001299999999999,92,293,385
4103,2011-06-24,Fall,2011,6,20,0,5,1,Friday,25.839999999999996,26.998999999999995,45.0,11.0014,66,222,288
4104,2011-06-24,Fall,2011,6,21,0,5,1,Friday,24.9,26.998999999999995,48.0,8.9981,50,183,233
4105,2011-06-24,Fall,2011,6,22,0,5,1,Friday,24.9,26.998999999999995,48.0,0.0,41,126,167
4106,2011-06-24,Fall,2011,6,23,0,5,1,Friday,23.96,26.002399999999994,51.0,8.9981,33,139,172
4107,2011-06-25,Fall,2011,6,0,0,6,0,Saturday,23.96,26.002399999999994,47.0,11.0014,19,97,116
4108,2011-06-25,Fall,2011,6,1,0,6,0,Saturday,23.020000000000003,24.999200000000002,50.0,11.0014,20,75,95
4109,2011-06-25,Fall,2011,6,2,0,6,0,Saturday,23.020000000000003,24.999200000000002,50.0,12.998000000000001,8,51,59
4110,2011-06-25,Fall,2011,6,3,0,6,0,Saturday,22.080000000000002,24.999200000000002,56.99999999999999,12.998000000000001,18,21,39
4111,2011-06-25,Fall,2011,6,4,0,6,0,Saturday,22.080000000000002,24.999200000000002,56.99999999999999,12.998000000000001,7,4,11
4112,2011-06-25,Fall,2011,6,5,0,6,0,Saturday,21.14,24.0026,61.0,8.9981,6,8,14
4113,2011-06-25,Fall,2011,6,6,0,6,0,Saturday,22.080000000000002,24.999200000000002,56.99999999999999,15.001299999999999,12,17,29
4114,2011-06-25,Fall,2011,6,7,0,6,0,Saturday,22.080000000000002,24.999200000000002,56.99999999999999,19.0012,7,35,42
4115,2011-06-25,Fall,2011,6,8,0,6,0,Saturday,24.9,26.998999999999995,48.0,16.997899999999998,27,85,112
4116,2011-06-25,Fall,2011,6,9,0,6,0,Saturday,25.839999999999996,26.998999999999995,45.0,16.997899999999998,47,139,186
4117,2011-06-25,Fall,2011,6,10,0,6,0,Saturday,25.839999999999996,26.998999999999995,45.0,12.998000000000001,99,203,302
4118,2011-06-25,Fall,2011,6,11,0,6,0,Saturday,26.78,28.002199999999995,42.0,0.0,122,209,331
4119,2011-06-25,Fall,2011,6,12,0,6,0,Saturday,26.78,26.998999999999995,40.0,19.0012,140,252,392
4120,2011-06-25,Fall,2011,6,13,0,6,0,Saturday,26.78,26.998999999999995,40.0,19.0012,140,231,371
4121,2011-06-25,Fall,2011,6,14,0,6,0,Saturday,26.78,28.002199999999995,45.0,19.999499999999998,151,232,383
4122,2011-06-25,Fall,2011,6,15,0,6,0,Saturday,26.78,28.002199999999995,45.0,0.0,157,235,392
4123,2011-06-25,Fall,2011,6,16,0,6,0,Saturday,27.72,28.998799999999996,43.0,19.999499999999998,175,235,410
4124,2011-06-25,Fall,2011,6,17,0,6,0,Saturday,26.78,28.002199999999995,42.0,15.001299999999999,152,247,399
4125,2011-06-25,Fall,2011,6,18,0,6,0,Saturday,25.839999999999996,26.998999999999995,45.0,16.997899999999998,108,199,307
4126,2011-06-25,Fall,2011,6,19,0,6,0,Saturday,25.839999999999996,28.002199999999995,48.0,19.0012,121,254,375
4127,2011-06-25,Fall,2011,6,20,0,6,0,Saturday,24.9,26.998999999999995,48.0,12.998000000000001,74,195,269
4128,2011-06-25,Fall,2011,6,21,0,6,0,Saturday,23.96,26.002399999999994,51.0,11.0014,62,140,202
4129,2011-06-25,Fall,2011,6,22,0,6,0,Saturday,23.96,26.002399999999994,47.0,12.998000000000001,61,126,187
4130,2011-06-25,Fall,2011,6,23,0,6,0,Saturday,23.020000000000003,24.999200000000002,50.0,19.999499999999998,49,130,179
4131,2011-06-26,Fall,2011,6,0,0,0,0,Sunday,22.080000000000002,24.999200000000002,53.0,0.0,30,85,115
4132,2011-06-26,Fall,2011,6,1,0,0,0,Sunday,22.080000000000002,24.999200000000002,53.0,7.0015,17,73,90
4133,2011-06-26,Fall,2011,6,2,0,0,0,Sunday,21.14,24.999200000000002,56.99999999999999,7.0015,17,70,87
4134,2011-06-26,Fall,2011,6,3,0,0,0,Sunday,20.2,24.0026,64.0,7.0015,12,22,34
4135,2011-06-26,Fall,2011,6,4,0,0,0,Sunday,20.2,24.0026,64.0,6.0032,3,8,11
4136,2011-06-26,Fall,2011,6,5,0,0,0,Sunday,20.2,24.0026,64.0,0.0,3,9,12
4137,2011-06-26,Fall,2011,6,6,0,0,0,Sunday,20.2,24.0026,64.0,0.0,7,13,20
4138,2011-06-26,Fall,2011,6,7,0,0,0,Sunday,21.14,24.0026,61.0,0.0,24,27,51
4139,2011-06-26,Fall,2011,6,8,0,0,0,Sunday,22.080000000000002,24.999200000000002,61.0,12.998000000000001,29,78,107
4140,2011-06-26,Fall,2011,6,9,0,0,0,Sunday,23.020000000000003,24.999200000000002,54.0,6.0032,75,131,206
4141,2011-06-26,Fall,2011,6,10,0,0,0,Sunday,25.839999999999996,28.002199999999995,48.0,7.0015,136,196,332
4142,2011-06-26,Fall,2011,6,11,0,0,0,Sunday,25.839999999999996,26.998999999999995,45.0,8.9981,127,219,346
4143,2011-06-26,Fall,2011,6,12,0,0,0,Sunday,26.78,26.998999999999995,40.0,11.0014,175,268,443
4144,2011-06-26,Fall,2011,6,13,0,0,0,Sunday,26.78,26.998999999999995,40.0,0.0,197,245,442
4145,2011-06-26,Fall,2011,6,14,0,0,0,Sunday,26.78,26.998999999999995,40.0,8.9981,197,246,443
4146,2011-06-26,Fall,2011,6,15,0,0,0,Sunday,26.78,26.998999999999995,40.0,0.0,174,229,403
4147,2011-06-26,Fall,2011,6,16,0,0,0,Sunday,26.78,28.002199999999995,42.0,12.998000000000001,177,278,455
4148,2011-06-26,Fall,2011,6,17,0,0,0,Sunday,25.839999999999996,26.998999999999995,42.0,11.0014,178,243,421
4149,2011-06-26,Fall,2011,6,18,0,0,0,Sunday,25.839999999999996,26.998999999999995,45.0,16.997899999999998,117,265,382
4150,2011-06-26,Fall,2011,6,19,0,0,0,Sunday,25.839999999999996,28.002199999999995,48.0,8.9981,89,228,317
4151,2011-06-26,Fall,2011,6,20,0,0,0,Sunday,24.9,26.998999999999995,48.0,7.0015,55,158,213
4152,2011-06-26,Fall,2011,6,21,0,0,0,Sunday,24.9,26.998999999999995,54.0,7.0015,48,135,183
4153,2011-06-26,Fall,2011,6,22,0,0,0,Sunday,24.9,26.998999999999995,51.0,0.0,19,95,114
4154,2011-06-26,Fall,2011,6,23,0,0,0,Sunday,24.9,26.998999999999995,54.0,6.0032,14,64,78
4155,2011-06-27,Fall,2011,6,0,0,1,1,Monday,22.080000000000002,24.0026,73.0,19.0012,7,25,32
4156,2011-06-27,Fall,2011,6,1,0,1,1,Monday,21.14,22.9994,78.0,8.9981,4,11,15
4157,2011-06-27,Fall,2011,6,2,0,1,1,Monday,21.14,22.9994,78.0,8.9981,3,3,6
4158,2011-06-27,Fall,2011,6,3,0,1,1,Monday,21.14,22.9994,78.0,8.9981,0,2,2
4159,2011-06-27,Fall,2011,6,4,0,1,1,Monday,20.2,20.9996,83.0,11.0014,1,8,9
4160,2011-06-27,Fall,2011,6,5,0,1,1,Monday,21.14,22.0028,83.0,11.0014,1,21,22
4161,2011-06-27,Fall,2011,6,6,0,1,1,Monday,21.14,22.9994,78.0,11.0014,4,90,94
4162,2011-06-27,Fall,2011,6,7,0,1,1,Monday,22.080000000000002,24.0026,73.0,15.001299999999999,14,247,261
4163,2011-06-27,Fall,2011,6,8,0,1,1,Monday,23.020000000000003,24.999200000000002,74.0,12.998000000000001,29,418,447
4164,2011-06-27,Fall,2011,6,9,0,1,1,Monday,25.839999999999996,28.002199999999995,54.0,0.0,37,150,187
4165,2011-06-27,Fall,2011,6,10,0,1,1,Monday,25.839999999999996,28.002199999999995,54.0,8.9981,55,95,150
4166,2011-06-27,Fall,2011,6,11,0,1,1,Monday,24.9,26.998999999999995,57.99999999999999,0.0,55,95,150
4167,2011-06-27,Fall,2011,6,12,0,1,1,Monday,25.839999999999996,28.002199999999995,54.0,0.0,40,130,170
4168,2011-06-27,Fall,2011,6,13,0,1,1,Monday,25.839999999999996,28.002199999999995,57.99999999999999,15.001299999999999,37,127,164
4169,2011-06-27,Fall,2011,6,14,0,1,1,Monday,25.839999999999996,28.002199999999995,57.99999999999999,6.0032,58,100,158
4170,2011-06-27,Fall,2011,6,15,0,1,1,Monday,26.78,28.998799999999996,55.00000000000001,0.0,76,126,202
4171,2011-06-27,Fall,2011,6,16,0,1,1,Monday,26.78,28.998799999999996,55.00000000000001,7.0015,53,222,275
4172,2011-06-27,Fall,2011,6,17,0,1,1,Monday,26.78,28.998799999999996,55.00000000000001,8.9981,90,514,604
4173,2011-06-27,Fall,2011,6,18,0,1,1,Monday,26.78,28.002199999999995,51.0,0.0,79,512,591
4174,2011-06-27,Fall,2011,6,19,0,1,1,Monday,25.839999999999996,28.998799999999996,62.0,12.998000000000001,56,340,396
4175,2011-06-27,Fall,2011,6,20,0,1,1,Monday,24.9,26.998999999999995,65.0,7.0015,54,251,305
4176,2011-06-27,Fall,2011,6,21,0,1,1,Monday,24.9,26.998999999999995,65.0,0.0,52,190,242
4177,2011-06-27,Fall,2011,6,22,0,1,1,Monday,23.96,26.002399999999994,69.0,0.0,33,112,145
4178,2011-06-27,Fall,2011,6,23,0,1,1,Monday,23.96,26.002399999999994,69.0,0.0,16,65,81
4179,2011-06-28,Fall,2011,6,0,0,2,1,Tuesday,23.020000000000003,24.0026,78.0,8.9981,5,25,30
4180,2011-06-28,Fall,2011,6,1,0,2,1,Tuesday,23.020000000000003,24.999200000000002,74.0,0.0,5,8,13
4181,2011-06-28,Fall,2011,6,2,0,2,1,Tuesday,23.020000000000003,24.999200000000002,74.0,0.0,2,9,11
4182,2011-06-28,Fall,2011,6,3,0,2,1,Tuesday,23.020000000000003,24.999200000000002,74.0,0.0,0,2,2
4183,2011-06-28,Fall,2011,6,4,0,2,1,Tuesday,23.020000000000003,24.999200000000002,74.0,0.0,1,7,8
4184,2011-06-28,Fall,2011,6,5,0,2,1,Tuesday,23.020000000000003,24.0026,78.0,0.0,1,20,21
4185,2011-06-28,Fall,2011,6,6,0,2,1,Tuesday,23.020000000000003,24.0026,83.0,11.0014,7,117,124
4186,2011-06-28,Fall,2011,6,7,0,2,1,Tuesday,23.96,26.002399999999994,83.0,12.998000000000001,27,320,347
4187,2011-06-28,Fall,2011,6,8,0,2,1,Tuesday,24.9,28.002199999999995,79.0,11.0014,39,417,456
4188,2011-06-28,Fall,2011,6,9,0,2,1,Tuesday,26.78,30.001999999999995,70.0,0.0,38,208,246
4189,2011-06-28,Fall,2011,6,10,0,2,1,Tuesday,29.6,32.9984,49.0,11.0014,45,112,157
4190,2011-06-28,Fall,2011,6,11,0,2,1,Tuesday,30.54,34.0016,46.0,0.0,49,118,167
4191,2011-06-28,Fall,2011,6,12,0,2,1,Tuesday,31.479999999999997,34.998200000000004,47.0,15.001299999999999,41,161,202
4192,2011-06-28,Fall,2011,6,13,0,2,1,Tuesday,31.479999999999997,34.0016,44.0,0.0,33,156,189
4193,2011-06-28,Fall,2011,6,14,0,2,1,Tuesday,32.42,36.001400000000004,44.0,15.001299999999999,43,117,160
4194,2011-06-28,Fall,2011,6,15,0,2,1,Tuesday,32.42,36.001400000000004,41.0,0.0,39,127,166
4195,2011-06-28,Fall,2011,6,16,0,2,1,Tuesday,32.42,36.998000000000005,47.0,19.0012,41,220,261
4196,2011-06-28,Fall,2011,6,17,0,2,1,Tuesday,30.54,36.001400000000004,56.00000000000001,19.0012,70,509,579
4197,2011-06-28,Fall,2011,6,18,0,2,1,Tuesday,29.6,34.0016,55.00000000000001,19.999499999999998,68,436,504
4198,2011-06-28,Fall,2011,6,19,0,2,1,Tuesday,26.78,28.998799999999996,57.99999999999999,31.0009,44,255,299
4199,2011-06-28,Fall,2011,6,20,0,2,1,Tuesday,26.78,28.998799999999996,62.0,0.0,50,246,296
4200,2011-06-28,Fall,2011,6,21,0,2,1,Tuesday,26.78,30.001999999999995,66.0,19.0012,31,164,195
4201,2011-06-28,Fall,2011,6,22,0,2,1,Tuesday,24.9,26.998999999999995,70.0,19.999499999999998,30,104,134
4202,2011-06-28,Fall,2011,6,23,0,2,1,Tuesday,24.9,26.998999999999995,70.0,19.0012,23,58,81
4203,2011-06-29,Fall,2011,6,0,0,3,1,Wednesday,23.96,26.002399999999994,79.0,19.0012,11,25,36
4204,2011-06-29,Fall,2011,6,1,0,3,1,Wednesday,23.96,26.002399999999994,79.0,19.999499999999998,10,18,28
4205,2011-06-29,Fall,2011,6,2,0,3,1,Wednesday,23.020000000000003,24.0026,83.0,15.001299999999999,7,9,16
4206,2011-06-29,Fall,2011,6,3,0,3,1,Wednesday,23.020000000000003,24.0026,83.0,7.0015,2,3,5
4207,2011-06-29,Fall,2011,6,4,0,3,1,Wednesday,23.020000000000003,24.0026,83.0,7.0015,0,5,5
4208,2011-06-29,Fall,2011,6,5,0,3,1,Wednesday,22.080000000000002,22.0028,83.0,12.998000000000001,3,19,22
4209,2011-06-29,Fall,2011,6,6,0,3,1,Wednesday,23.020000000000003,24.999200000000002,69.0,19.999499999999998,12,104,116
4210,2011-06-29,Fall,2011,6,7,0,3,1,Wednesday,24.9,26.998999999999995,54.0,15.001299999999999,18,318,336
4211,2011-06-29,Fall,2011,6,8,0,3,1,Wednesday,24.9,26.998999999999995,48.0,19.0012,41,499,540
4212,2011-06-29,Fall,2011,6,9,0,3,1,Wednesday,25.839999999999996,26.998999999999995,45.0,26.0027,32,189,221
4213,2011-06-29,Fall,2011,6,10,0,3,1,Wednesday,26.78,28.002199999999995,42.0,19.0012,31,95,126
4214,2011-06-29,Fall,2011,6,11,0,3,1,Wednesday,27.72,28.002199999999995,35.0,15.001299999999999,53,117,170
4215,2011-06-29,Fall,2011,6,12,0,3,1,Wednesday,27.72,28.002199999999995,35.0,16.997899999999998,55,188,243
4216,2011-06-29,Fall,2011,6,13,0,3,1,Wednesday,29.6,30.001999999999995,31.0,22.0028,45,186,231
4217,2011-06-29,Fall,2011,6,14,0,3,1,Wednesday,29.6,30.001999999999995,31.0,12.998000000000001,50,138,188
4218,2011-06-29,Fall,2011,6,15,0,3,1,Wednesday,30.54,30.998599999999996,30.0,11.0014,43,146,189
4219,2011-06-29,Fall,2011,6,16,0,3,1,Wednesday,30.54,30.998599999999996,30.0,27.999299999999998,60,268,328
4220,2011-06-29,Fall,2011,6,17,0,3,1,Wednesday,30.54,30.998599999999996,26.0,27.999299999999998,78,492,570
4221,2011-06-29,Fall,2011,6,18,0,3,1,Wednesday,29.6,30.001999999999995,28.999999999999996,19.999499999999998,78,510,588
4222,2011-06-29,Fall,2011,6,19,0,3,1,Wednesday,27.72,28.002199999999995,35.0,26.0027,60,341,401
4223,2011-06-29,Fall,2011,6,20,0,3,1,Wednesday,26.78,26.998999999999995,37.0,19.999499999999998,69,264,333
4224,2011-06-29,Fall,2011,6,21,0,3,1,Wednesday,25.839999999999996,26.998999999999995,39.0,15.001299999999999,26,195,221
4225,2011-06-29,Fall,2011,6,22,0,3,1,Wednesday,24.9,26.002399999999994,42.0,12.998000000000001,32,151,183
4226,2011-06-29,Fall,2011,6,23,0,3,1,Wednesday,23.96,26.002399999999994,47.0,12.998000000000001,32,97,129
4227,2011-06-30,Fall,2011,6,0,0,4,1,Thursday,23.020000000000003,24.999200000000002,50.0,11.0014,15,39,54
4228,2011-06-30,Fall,2011,6,1,0,4,1,Thursday,22.080000000000002,24.999200000000002,53.0,8.9981,13,19,32
4229,2011-06-30,Fall,2011,6,2,0,4,1,Thursday,21.14,24.999200000000002,56.99999999999999,8.9981,2,6,8
4230,2011-06-30,Fall,2011,6,3,0,4,1,Thursday,20.2,24.0026,60.0,11.0014,2,7,9
4231,2011-06-30,Fall,2011,6,4,0,4,1,Thursday,19.259999999999998,20.003,64.0,8.9981,2,4,6
4232,2011-06-30,Fall,2011,6,5,0,4,1,Thursday,19.259999999999998,20.003,64.0,16.997899999999998,1,24,25
4233,2011-06-30,Fall,2011,6,6,0,4,1,Thursday,20.2,24.0026,64.0,16.997899999999998,4,119,123
4234,2011-06-30,Fall,2011,6,7,0,4,1,Thursday,21.14,24.0026,61.0,15.001299999999999,29,291,320
4235,2011-06-30,Fall,2011,6,8,0,4,1,Thursday,23.96,26.002399999999994,47.0,15.001299999999999,44,511,555
4236,2011-06-30,Fall,2011,6,9,0,4,1,Thursday,24.9,26.002399999999994,42.0,15.001299999999999,33,227,260
